年,品目大分類,品目分類,品目名(横),都道府県,品目名,農業団体(サンプル),未使用5,カウント
2019-01-01,2,8,加工農産物,愛媛県,加工農産物,農業団体A,0,0
2019-01-01,1,1,米,高知県,米,農業団体E,0,112
2019-01-01,1,1,麦類,高知県,麦類,農業団体G,0,0
2019-01-01,1,1,雑穀,高知県,雑穀,農業団体D,0,0
2019-01-01,1,3,豆類,高知県,豆類,農業団体F,0,0
2019-01-01,1,2,いも類,高知県,いも類,農業団体J,0,21
2019-01-01,1,4,野菜,高知県,野菜,農業団体F,0,715
2019-01-01,1,4,果実,高知県,果実,農業団体F,0,104
2019-01-01,1,6,花き,高知県,花き,農業団体J,0,63
2019-01-01,1,5,工芸農作物,高知県,工芸農作物,農業団体F,0,11
2019-01-01,0,0,その他の作物,高知県,その他の作物,農業団体F,0,8
2019-01-01,2,7,肉用牛,高知県,肉用牛,農業団体G,0,16
2019-01-01,2,7,生乳,高知県,生乳,農業団体I,0,24
2019-01-01,2,7,生乳以外の乳用牛,高知県,生乳以外の乳用牛,農業団体F,0,2
2019-01-01,2,7,豚,高知県,豚,農業団体I,0,20
2019-01-01,2,7,鶏卵,高知県,鶏卵,農業団体J,0,8
2019-01-01,2,7,ブロイラー,高知県,ブロイラー,農業団体B,0,9
2019-01-01,2,7,その他の畜産物,高知県,その他の畜産物,農業団体B,0,3
2019-01-01,2,8,加工農産物,高知県,加工農産物,農業団体F,0,2
2019-01-01,1,1,米,福岡県,米,農業団体H,0,376
2019-01-01,1,1,麦類,福岡県,麦類,農業団体I,0,34
2019-01-01,1,1,雑穀,福岡県,雑穀,農業団体H,0,0
2019-01-01,1,3,豆類,福岡県,豆類,農業団体H,0,15
2019-01-01,1,2,いも類,福岡県,いも類,農業団体C,0,11
2019-01-01,1,4,野菜,福岡県,野菜,農業団体I,0,702
2019-01-01,1,4,果実,福岡県,果実,農業団体H,0,239
2019-01-01,1,6,花き,福岡県,花き,農業団体F,0,168
2019-01-01,1,5,工芸農作物,福岡県,工芸農作物,農業団体D,0,26
2019-01-01,0,0,その他の作物,福岡県,その他の作物,農業団体F,0,56
2019-01-01,2,7,肉用牛,福岡県,肉用牛,農業団体B,0,66
2019-01-01,2,7,生乳,福岡県,生乳,農業団体D,0,82
2019-01-01,2,7,生乳以外の乳用牛,福岡県,生乳以外の乳用牛,農業団体D,0,18
2019-01-01,2,7,豚,福岡県,豚,農業団体F,0,49
2019-01-01,2,7,鶏卵,福岡県,鶏卵,農業団体B,0,111
2019-01-01,2,7,ブロイラー,福岡県,ブロイラー,農業団体G,0,26
2019-01-01,2,7,その他の畜産物,福岡県,その他の畜産物,農業団体A,0,37
2019-01-01,2,8,加工農産物,福岡県,加工農産物,農業団体A,0,12
2019-01-01,1,1,米,佐賀県,米,農業団体C,0,155
2019-01-01,1,1,麦類,佐賀県,麦類,農業団体C,0,31
2019-01-01,1,1,雑穀,佐賀県,雑穀,農業団体F,0,0
2019-01-01,1,3,豆類,佐賀県,豆類,農業団体E,0,10
2019-01-01,1,2,いも類,佐賀県,いも類,農業団体F,0,5
2019-01-01,1,4,野菜,佐賀県,野菜,農業団体H,0,335
2019-01-01,1,4,果実,佐賀県,果実,農業団体B,0,193
2019-01-01,1,6,花き,佐賀県,花き,農業団体J,0,31
2019-01-01,1,5,工芸農作物,佐賀県,工芸農作物,農業団体C,0,20
2019-01-01,0,0,その他の作物,佐賀県,その他の作物,農業団体J,0,9
2019-01-01,2,7,肉用牛,佐賀県,肉用牛,農業団体J,0,163
2019-01-01,2,7,生乳,佐賀県,生乳,農業団体G,0,15
2019-01-01,2,7,生乳以外の乳用牛,佐賀県,生乳以外の乳用牛,農業団体I,0,3
2019-01-01,2,7,豚,佐賀県,豚,農業団体G,0,49
2019-01-01,2,7,鶏卵,佐賀県,鶏卵,農業団体C,0,14
2019-01-01,2,7,ブロイラー,佐賀県,ブロイラー,農業団体G,0,92
2019-01-01,2,7,その他の畜産物,佐賀県,その他の畜産物,農業団体H,0,4
2019-01-01,2,8,加工農産物,佐賀県,加工農産物,農業団体J,0,5
2019-01-01,1,1,米,長崎県,米,農業団体A,0,116
2019-01-01,1,1,麦類,長崎県,麦類,農業団体A,0,2
2019-01-01,1,1,雑穀,長崎県,雑穀,農業団体C,0,0
2019-01-01,1,3,豆類,長崎県,豆類,農業団体A,0,1
2019-01-01,1,2,いも類,長崎県,いも類,農業団体I,0,105
2019-01-01,1,4,野菜,長崎県,野菜,農業団体D,0,453
2019-01-01,1,4,果実,長崎県,果実,農業団体C,0,146
2019-01-01,1,6,花き,長崎県,花き,農業団体F,0,74
2019-01-01,1,5,工芸農作物,長崎県,工芸農作物,農業団体G,0,40
2019-01-01,0,0,その他の作物,長崎県,その他の作物,農業団体D,0,14
2019-01-01,2,7,肉用牛,長崎県,肉用牛,農業団体I,0,254
2019-01-01,2,7,生乳,長崎県,生乳,農業団体C,0,50
2019-01-01,2,7,生乳以外の乳用牛,長崎県,生乳以外の乳用牛,農業団体I,0,11
2019-01-01,2,7,豚,長崎県,豚,農業団体E,0,127
2019-01-01,2,7,鶏卵,長崎県,鶏卵,農業団体F,0,44
2019-01-01,2,7,ブロイラー,長崎県,ブロイラー,農業団体C,0,70
2019-01-01,2,7,その他の畜産物,長崎県,その他の畜産物,農業団体C,0,2
2019-01-01,2,8,加工農産物,長崎県,加工農産物,農業団体F,0,3
2019-01-01,1,1,米,熊本県,米,農業団体E,0,368
2019-01-01,1,1,麦類,熊本県,麦類,農業団体G,0,8
2019-01-01,1,1,雑穀,熊本県,雑穀,農業団体J,0,1
2019-01-01,1,3,豆類,熊本県,豆類,農業団体F,0,5
2019-01-01,1,2,いも類,熊本県,いも類,農業団体H,0,50
2019-01-01,1,4,野菜,熊本県,野菜,農業団体H,0,1220
2019-01-01,1,4,果実,熊本県,果実,農業団体D,0,313
2019-01-01,1,6,花き,熊本県,花き,農業団体I,0,96
2019-01-01,1,5,工芸農作物,熊本県,工芸農作物,農業団体A,0,91
2019-01-01,0,0,その他の作物,熊本県,その他の作物,農業団体H,0,34
2019-01-01,2,7,肉用牛,熊本県,肉用牛,農業団体H,0,427
2019-01-01,2,7,生乳,熊本県,生乳,農業団体A,0,276
2019-01-01,2,7,生乳以外の乳用牛,熊本県,生乳以外の乳用牛,農業団体F,0,54
2019-01-01,2,7,豚,熊本県,豚,農業団体B,0,194
2019-01-01,2,7,鶏卵,熊本県,鶏卵,農業団体G,0,76
2019-01-01,2,7,ブロイラー,熊本県,ブロイラー,農業団体B,0,77
2019-01-01,2,7,その他の畜産物,熊本県,その他の畜産物,農業団体J,0,43
2019-01-01,2,8,加工農産物,熊本県,加工農産物,農業団体E,0,29
2019-01-01,1,1,米,大分県,米,農業団体J,0,210
2019-01-01,1,1,麦類,大分県,麦類,農業団体B,0,5
2019-01-01,1,1,雑穀,大分県,雑穀,農業団体E,0,0
2019-01-01,1,3,豆類,大分県,豆類,農業団体E,0,3
2019-01-01,1,2,いも類,大分県,いも類,農業団体E,0,18
2019-01-01,1,4,野菜,大分県,野菜,農業団体G,0,309
2019-01-01,1,4,果実,大分県,果実,農業団体J,0,119
2019-01-01,1,6,花き,大分県,花き,農業団体H,0,47
2019-01-01,1,5,工芸農作物,大分県,工芸農作物,農業団体E,0,23
2019-01-01,0,0,その他の作物,大分県,その他の作物,農業団体D,0,9
2019-01-01,2,7,肉用牛,大分県,肉用牛,農業団体A,0,152
2019-01-01,2,7,生乳,大分県,生乳,農業団体I,0,76
2019-01-01,2,7,生乳以外の乳用牛,大分県,生乳以外の乳用牛,農業団体I,0,12
2019-01-01,2,7,豚,大分県,豚,農業団体H,0,83
2019-01-01,2,7,鶏卵,大分県,鶏卵,農業団体B,0,46
2019-01-01,2,7,ブロイラー,大分県,ブロイラー,農業団体F,0,57
2019-01-01,2,7,その他の畜産物,大分県,その他の畜産物,農業団体H,0,19
2019-01-01,2,8,加工農産物,大分県,加工農産物,農業団体A,0,9
2019-01-01,1,1,米,宮崎県,米,農業団体B,0,172
2019-01-01,1,1,麦類,宮崎県,麦類,農業団体E,0,0
2019-01-01,1,1,雑穀,宮崎県,雑穀,農業団体B,0,0
2019-01-01,1,3,豆類,宮崎県,豆類,農業団体B,0,1
2019-01-01,1,2,いも類,宮崎県,いも類,農業団体G,0,71
2019-01-01,1,4,野菜,宮崎県,野菜,農業団体E,0,661
2019-01-01,1,4,果実,宮崎県,果実,農業団体B,0,123
2019-01-01,1,6,花き,宮崎県,花き,農業団体E,0,67
2019-01-01,1,5,工芸農作物,宮崎県,工芸農作物,農業団体B,0,44
2019-01-01,0,0,その他の作物,宮崎県,その他の作物,農業団体B,0,16
2019-01-01,2,7,肉用牛,宮崎県,肉用牛,農業団体C,0,780
2019-01-01,2,7,生乳,宮崎県,生乳,農業団体A,0,79
2019-01-01,2,7,生乳以外の乳用牛,宮崎県,生乳以外の乳用牛,農業団体H,0,17
2019-01-01,2,7,豚,宮崎県,豚,農業団体J,0,521
2019-01-01,2,7,鶏卵,宮崎県,鶏卵,農業団体B,0,89
2019-01-01,2,7,ブロイラー,宮崎県,ブロイラー,農業団体F,0,687
2019-01-01,2,7,その他の畜産物,宮崎県,その他の畜産物,農業団体G,0,37
2019-01-01,2,8,加工農産物,宮崎県,加工農産物,農業団体C,0,30
2019-01-01,1,1,米,鹿児島県,米,農業団体E,0,209
2019-01-01,1,1,雑穀,鹿児島県,雑穀,農業団体I,0,1
2019-01-01,1,3,豆類,鹿児島県,豆類,農業団体A,0,2
2019-01-01,1,2,いも類,鹿児島県,いも類,農業団体A,0,272
2019-01-01,1,4,野菜,鹿児島県,野菜,農業団体G,0,532
2019-01-01,1,4,果実,鹿児島県,果実,農業団体B,0,110
2019-01-01,1,6,花き,鹿児島県,花き,農業団体F,0,121
2019-01-01,1,5,工芸農作物,鹿児島県,工芸農作物,農業団体I,0,299
2019-01-01,2,7,肉用牛,鹿児島県,肉用牛,農業団体B,0,1278
2019-01-01,2,7,生乳,鹿児島県,生乳,農業団体I,0,88
2019-01-01,2,7,生乳以外の乳用牛,鹿児島県,生乳以外の乳用牛,農業団体F,0,19
2019-01-01,2,7,豚,鹿児島県,豚,農業団体C,0,847
2019-01-01,2,7,鶏卵,鹿児島県,鶏卵,農業団体C,0,263
2019-01-01,2,7,ブロイラー,鹿児島県,ブロイラー,農業団体J,0,695
2019-01-01,2,7,その他の畜産物,鹿児島県,その他の畜産物,農業団体J,0,37
2019-01-01,2,8,加工農産物,鹿児島県,加工農産物,農業団体E,0,90
2019-01-01,1,1,米,沖縄県,米,農業団体D,0,5
2019-01-01,1,1,雑穀,沖縄県,雑穀,農業団体F,0,0
2019-01-01,1,3,豆類,沖縄県,豆類,農業団体H,0,0
2019-01-01,1,2,いも類,沖縄県,いも類,農業団体C,0,11
2019-01-01,1,4,野菜,沖縄県,野菜,農業団体H,0,146
2019-01-01,1,4,果実,沖縄県,果実,農業団体H,0,60
2019-01-01,1,6,花き,沖縄県,花き,農業団体A,0,93
2019-01-01,1,5,工芸農作物,沖縄県,工芸農作物,農業団体F,0,192
2019-01-01,2,7,肉用牛,沖縄県,肉用牛,農業団体J,0,239
2019-01-01,2,7,生乳,沖縄県,生乳,農業団体J,0,34
2019-01-01,2,7,生乳以外の乳用牛,沖縄県,生乳以外の乳用牛,農業団体F,0,1
2019-01-01,2,7,豚,沖縄県,豚,農業団体J,0,132
2019-01-01,2,7,鶏卵,沖縄県,鶏卵,農業団体J,0,36
2019-01-01,2,7,ブロイラー,沖縄県,ブロイラー,農業団体E,0,14
2019-01-01,2,7,その他の畜産物,沖縄県,その他の畜産物,農業団体D,0,3
2019-01-01,2,8,加工農産物,沖縄県,加工農産物,農業団体I,0,0
2020-01-01,1,1,米,北海道,米,農業団体D,0,1198
2020-01-01,1,1,麦類,北海道,麦類,農業団体B,0,328
2020-01-01,1,1,雑穀,北海道,雑穀,農業団体J,0,23
2020-01-01,1,3,豆類,北海道,豆類,農業団体F,0,332
2020-01-01,1,2,いも類,北海道,いも類,農業団体E,0,649
2020-01-01,1,4,野菜,北海道,野菜,農業団体J,0,2145
2020-01-01,1,4,果実,北海道,果実,農業団体A,0,69
2020-01-01,1,6,花き,北海道,花き,農業団体B,0,129
2020-01-01,1,5,工芸農作物,北海道,工芸農作物,農業団体F,0,414
2020-01-01,0,0,その他の作物,北海道,その他の作物,農業団体C,0,41
2020-01-01,2,7,肉用牛,北海道,肉用牛,農業団体C,0,960
2020-01-01,2,7,生乳,北海道,生乳,農業団体I,0,4026
2020-01-01,2,7,生乳以外の乳用牛,北海道,生乳以外の乳用牛,農業団体F,0,957
2020-01-01,2,7,豚,北海道,豚,農業団体B,0,512
2020-01-01,2,7,鶏卵,北海道,鶏卵,農業団体A,0,172
2020-01-01,2,7,ブロイラー,北海道,ブロイラー,農業団体D,0,149
2020-01-01,2,7,その他の畜産物,北海道,その他の畜産物,農業団体H,0,561
2020-01-01,1,1,米,青森県,米,農業団体B,0,548
2020-01-01,1,1,麦類,青森県,麦類,農業団体H,0,0
2020-01-01,1,1,雑穀,青森県,雑穀,農業団体C,0,1
2020-01-01,1,3,豆類,青森県,豆類,農業団体E,0,11
2020-01-01,1,2,いも類,青森県,いも類,農業団体G,0,27
2020-01-01,1,4,野菜,青森県,野菜,農業団体E,0,821
2020-01-01,1,4,果実,青森県,果実,農業団体C,0,906
2020-01-01,1,6,花き,青森県,花き,農業団体D,0,17
2020-01-01,1,5,工芸農作物,青森県,工芸農作物,農業団体B,0,32
2020-01-01,0,0,その他の作物,青森県,その他の作物,農業団体C,0,16
2020-01-01,2,7,肉用牛,青森県,肉用牛,農業団体A,0,144
2020-01-01,2,7,生乳,青森県,生乳,農業団体J,0,83
2020-01-01,2,7,生乳以外の乳用牛,青森県,生乳以外の乳用牛,農業団体E,0,10
2020-01-01,2,7,豚,青森県,豚,農業団体I,0,224
2020-01-01,2,7,鶏卵,青森県,鶏卵,農業団体G,0,179
2020-01-01,2,7,ブロイラー,青森県,ブロイラー,農業団体H,0,217
2020-01-01,2,7,その他の畜産物,青森県,その他の畜産物,農業団体C,0,28
2020-01-01,2,8,加工農産物,青森県,加工農産物,農業団体I,0,0
2020-01-01,1,1,米,岩手県,米,農業団体I,0,566
2020-01-01,1,1,麦類,岩手県,麦類,農業団体F,0,2
2020-01-01,1,1,雑穀,岩手県,雑穀,農業団体A,0,4
2020-01-01,1,3,豆類,岩手県,豆類,農業団体I,0,11
2020-01-01,1,2,いも類,岩手県,いも類,農業団体A,0,6
2020-01-01,1,4,野菜,岩手県,野菜,農業団体I,0,292
2020-01-01,1,4,果実,岩手県,果実,農業団体D,0,142
2020-01-01,1,6,花き,岩手県,花き,農業団体D,0,44
2020-01-01,1,5,工芸農作物,岩手県,工芸農作物,農業団体I,0,37
2020-01-01,0,0,その他の作物,岩手県,その他の作物,農業団体J,0,9
2020-01-01,2,7,肉用牛,岩手県,肉用牛,農業団体F,0,259
2020-01-01,2,7,生乳,岩手県,生乳,農業団体A,0,238
2020-01-01,2,7,生乳以外の乳用牛,岩手県,生乳以外の乳用牛,農業団体F,0,26
2020-01-01,2,7,豚,岩手県,豚,農業団体E,0,314
2020-01-01,2,7,鶏卵,岩手県,鶏卵,農業団体H,0,135
2020-01-01,2,7,ブロイラー,岩手県,ブロイラー,農業団体B,0,612
2020-01-01,2,7,その他の畜産物,岩手県,その他の畜産物,農業団体J,0,44
2020-01-01,2,8,加工農産物,岩手県,加工農産物,農業団体C,0,0
2020-01-01,1,1,米,宮城県,米,農業団体J,0,795
2020-01-01,1,1,麦類,宮城県,麦類,農業団体F,0,2
2020-01-01,1,1,雑穀,宮城県,雑穀,農業団体B,0,0
2020-01-01,1,3,豆類,宮城県,豆類,農業団体G,0,33
2020-01-01,1,2,いも類,宮城県,いも類,農業団体G,0,8
2020-01-01,1,4,野菜,宮城県,野菜,農業団体F,0,275
2020-01-01,1,4,果実,宮城県,果実,農業団体I,0,30
2020-01-01,1,6,花き,宮城県,花き,農業団体A,0,26
2020-01-01,1,5,工芸農作物,宮城県,工芸農作物,農業団体F,0,1
2020-01-01,0,0,その他の作物,宮城県,その他の作物,農業団体A,0,5
2020-01-01,2,7,肉用牛,宮城県,肉用牛,農業団体I,0,245
2020-01-01,2,7,生乳,宮城県,生乳,農業団体E,0,124
2020-01-01,2,7,生乳以外の乳用牛,宮城県,生乳以外の乳用牛,農業団体E,0,14
2020-01-01,2,7,豚,宮城県,豚,農業団体H,0,141
2020-01-01,2,7,鶏卵,宮城県,鶏卵,農業団体C,0,132
2020-01-01,2,7,ブロイラー,宮城県,ブロイラー,農業団体C,0,58
2020-01-01,2,7,その他の畜産物,宮城県,その他の畜産物,農業団体J,0,10
2020-01-01,2,8,加工農産物,宮城県,加工農産物,農業団体I,0,2
2020-01-01,1,1,米,秋田県,米,農業団体E,0,1078
2020-01-01,1,1,雑穀,秋田県,雑穀,農業団体D,0,3
2020-01-01,1,3,豆類,秋田県,豆類,農業団体J,0,16
2020-01-01,1,2,いも類,秋田県,いも類,農業団体G,0,6
2020-01-01,1,4,野菜,秋田県,野菜,農業団体D,0,301
2020-01-01,1,4,果実,秋田県,果実,農業団体A,0,89
2020-01-01,1,6,花き,秋田県,花き,農業団体H,0,26
2020-01-01,1,5,工芸農作物,秋田県,工芸農作物,農業団体H,0,8
2020-01-01,2,7,肉用牛,秋田県,肉用牛,農業団体F,0,58
2020-01-01,2,7,生乳,秋田県,生乳,農業団体C,0,26
2020-01-01,2,7,生乳以外の乳用牛,秋田県,生乳以外の乳用牛,農業団体I,0,3
2020-01-01,2,7,豚,秋田県,豚,農業団体D,0,192
2020-01-01,2,7,鶏卵,秋田県,鶏卵,農業団体B,0,67
2020-01-01,2,8,加工農産物,秋田県,加工農産物,農業団体J,0,0
2020-01-01,1,1,米,山形県,米,農業団体H,0,837
2020-01-01,1,1,雑穀,山形県,雑穀,農業団体C,0,4
2020-01-01,1,3,豆類,山形県,豆類,農業団体F,0,11
2020-01-01,1,2,いも類,山形県,いも類,農業団体H,0,4
2020-01-01,1,4,野菜,山形県,野菜,農業団体F,0,465
2020-01-01,1,4,果実,山形県,果実,農業団体B,0,729
2020-01-01,1,6,花き,山形県,花き,農業団体D,0,68
2020-01-01,1,5,工芸農作物,山形県,工芸農作物,農業団体E,0,3
2020-01-01,2,7,肉用牛,山形県,肉用牛,農業団体B,0,115
2020-01-01,2,7,生乳,山形県,生乳,農業団体I,0,74
2020-01-01,2,7,生乳以外の乳用牛,山形県,生乳以外の乳用牛,農業団体D,0,11
2020-01-01,2,7,豚,山形県,豚,農業団体C,0,137
2020-01-01,2,7,鶏卵,山形県,鶏卵,農業団体H,0,13
2020-01-01,2,8,加工農産物,山形県,加工農産物,農業団体J,0,3
2020-01-01,1,1,米,福島県,米,農業団体C,0,762
2020-01-01,1,1,麦類,福島県,麦類,農業団体A,0,0
2020-01-01,1,1,雑穀,福島県,雑穀,農業団体C,0,4
2020-01-01,1,3,豆類,福島県,豆類,農業団体I,0,4
2020-01-01,1,2,いも類,福島県,いも類,農業団体B,0,29
2020-01-01,1,4,野菜,福島県,野菜,農業団体I,0,480
2020-01-01,1,4,果実,福島県,果実,農業団体F,0,299
2020-01-01,1,6,花き,福島県,花き,農業団体E,0,68
2020-01-01,1,5,工芸農作物,福島県,工芸農作物,農業団体B,0,11
2020-01-01,0,0,その他の作物,福島県,その他の作物,農業団体D,0,11
2020-01-01,2,7,肉用牛,福島県,肉用牛,農業団体I,0,118
2020-01-01,2,7,生乳,福島県,生乳,農業団体C,0,76
2020-01-01,2,7,生乳以外の乳用牛,福島県,生乳以外の乳用牛,農業団体E,0,13
2020-01-01,2,7,豚,福島県,豚,農業団体H,0,85
2020-01-01,2,7,鶏卵,福島県,鶏卵,農業団体E,0,109
2020-01-01,2,7,ブロイラー,福島県,ブロイラー,農業団体I,0,18
2020-01-01,2,7,その他の畜産物,福島県,その他の畜産物,農業団体H,0,16
2020-01-01,2,8,加工農産物,福島県,加工農産物,農業団体A,0,15
2020-01-01,1,1,米,茨城県,米,農業団体G,0,756
2020-01-01,1,1,麦類,茨城県,麦類,農業団体E,0,6
2020-01-01,1,1,雑穀,茨城県,雑穀,農業団体I,0,5
2020-01-01,1,3,豆類,茨城県,豆類,農業団体B,0,15
2020-01-01,1,2,いも類,茨城県,いも類,農業団体A,0,362
2020-01-01,1,4,野菜,茨城県,野菜,農業団体I,0,1645
2020-01-01,1,4,果実,茨城県,果実,農業団体F,0,97
2020-01-01,1,6,花き,茨城県,花き,農業団体I,0,145
2020-01-01,1,5,工芸農作物,茨城県,工芸農作物,農業団体E,0,8
2020-01-01,0,0,その他の作物,茨城県,その他の作物,農業団体B,0,16
2020-01-01,2,7,肉用牛,茨城県,肉用牛,農業団体I,0,150
2020-01-01,2,7,生乳,茨城県,生乳,農業団体G,0,193
2020-01-01,2,7,生乳以外の乳用牛,茨城県,生乳以外の乳用牛,農業団体G,0,18
2020-01-01,2,7,豚,茨城県,豚,農業団体J,0,397
2020-01-01,2,7,鶏卵,茨城県,鶏卵,農業団体H,0,452
2020-01-01,2,7,ブロイラー,茨城県,ブロイラー,農業団体A,0,37
2020-01-01,2,7,その他の畜産物,茨城県,その他の畜産物,農業団体G,0,22
2020-01-01,2,8,加工農産物,茨城県,加工農産物,農業団体F,0,92
2020-01-01,1,1,米,栃木県,米,農業団体H,0,662
2020-01-01,1,1,麦類,栃木県,麦類,農業団体J,0,42
2020-01-01,1,1,雑穀,栃木県,雑穀,農業団体D,0,8
2020-01-01,1,3,豆類,栃木県,豆類,農業団体H,0,10
2020-01-01,1,2,いも類,栃木県,いも類,農業団体G,0,18
2020-01-01,1,4,野菜,栃木県,野菜,農業団体H,0,756
2020-01-01,1,4,果実,栃木県,果実,農業団体E,0,71
2020-01-01,1,6,花き,栃木県,花き,農業団体E,0,60
2020-01-01,1,5,工芸農作物,栃木県,工芸農作物,農業団体F,0,4
2020-01-01,0,0,その他の作物,栃木県,その他の作物,農業団体I,0,13
2020-01-01,2,7,肉用牛,栃木県,肉用牛,農業団体D,0,213
2020-01-01,2,7,生乳,栃木県,生乳,農業団体B,0,394
2020-01-01,2,7,生乳以外の乳用牛,栃木県,生乳以外の乳用牛,農業団体G,0,69
2020-01-01,2,7,豚,栃木県,豚,農業団体F,0,322
2020-01-01,2,7,鶏卵,栃木県,鶏卵,農業団体J,0,207
2020-01-01,2,8,加工農産物,栃木県,加工農産物,農業団体A,0,7
2020-01-01,1,1,米,群馬県,米,農業団体J,0,152
2020-01-01,1,1,麦類,群馬県,麦類,農業団体B,0,13
2020-01-01,1,1,雑穀,群馬県,雑穀,農業団体J,0,1
2020-01-01,1,3,豆類,群馬県,豆類,農業団体B,0,3
2020-01-01,1,2,いも類,群馬県,いも類,農業団体A,0,13
2020-01-01,1,4,野菜,群馬県,野菜,農業団体A,0,1004
2020-01-01,1,4,果実,群馬県,果実,農業団体D,0,80
2020-01-01,1,6,花き,群馬県,花き,農業団体D,0,46
2020-01-01,1,5,工芸農作物,群馬県,工芸農作物,農業団体H,0,61
2020-01-01,0,0,その他の作物,群馬県,その他の作物,農業団体F,0,11
2020-01-01,2,7,肉用牛,群馬県,肉用牛,農業団体G,0,146
2020-01-01,2,7,生乳,群馬県,生乳,農業団体F,0,214
2020-01-01,2,7,生乳以外の乳用牛,群馬県,生乳以外の乳用牛,農業団体B,0,45
2020-01-01,2,7,豚,群馬県,豚,農業団体A,0,465
2020-01-01,2,7,鶏卵,群馬県,鶏卵,農業団体H,0,126
2020-01-01,2,7,ブロイラー,群馬県,ブロイラー,農業団体G,0,61
2020-01-01,2,7,その他の畜産物,群馬県,その他の畜産物,農業団体A,0,24
2020-01-01,2,8,加工農産物,群馬県,加工農産物,農業団体A,0,1
2020-01-01,1,1,米,埼玉県,米,農業団体A,0,327
2020-01-01,1,1,麦類,埼玉県,麦類,農業団体J,0,10
2020-01-01,1,1,雑穀,埼玉県,雑穀,農業団体C,0,1
2020-01-01,1,3,豆類,埼玉県,豆類,農業団体J,0,2
2020-01-01,1,2,いも類,埼玉県,いも類,農業団体F,0,29
2020-01-01,1,4,野菜,埼玉県,野菜,農業団体F,0,831
2020-01-01,1,4,果実,埼玉県,果実,農業団体E,0,54
2020-01-01,1,6,花き,埼玉県,花き,農業団体E,0,151
2020-01-01,1,5,工芸農作物,埼玉県,工芸農作物,農業団体D,0,14
2020-01-01,0,0,その他の作物,埼玉県,その他の作物,農業団体G,0,14
2020-01-01,2,7,肉用牛,埼玉県,肉用牛,農業団体D,0,36
2020-01-01,2,7,生乳,埼玉県,生乳,農業団体B,0,58
2020-01-01,2,7,生乳以外の乳用牛,埼玉県,生乳以外の乳用牛,農業団体H,0,11
2020-01-01,2,7,豚,埼玉県,豚,農業団体B,0,60
2020-01-01,2,7,鶏卵,埼玉県,鶏卵,農業団体C,0,74
2020-01-01,2,8,加工農産物,埼玉県,加工農産物,農業団体G,0,1
2020-01-01,1,1,米,千葉県,米,農業団体H,0,641
2020-01-01,1,1,麦類,千葉県,麦類,農業団体F,0,1
2020-01-01,1,1,雑穀,千葉県,雑穀,農業団体G,0,1
2020-01-01,1,3,豆類,千葉県,豆類,農業団体G,0,81
2020-01-01,1,2,いも類,千葉県,いも類,農業団体I,0,245
2020-01-01,1,4,野菜,千葉県,野菜,農業団体F,0,1383
2020-01-01,1,4,果実,千葉県,果実,農業団体A,0,111
2020-01-01,1,6,花き,千葉県,花き,農業団体G,0,161
2020-01-01,1,5,工芸農作物,千葉県,工芸農作物,農業団体H,0,5
2020-01-01,0,0,その他の作物,千葉県,その他の作物,農業団体H,0,30
2020-01-01,2,7,肉用牛,千葉県,肉用牛,農業団体C,0,94
2020-01-01,2,7,生乳,千葉県,生乳,農業団体J,0,223
2020-01-01,2,7,生乳以外の乳用牛,千葉県,生乳以外の乳用牛,農業団体A,0,32
2020-01-01,2,7,豚,千葉県,豚,農業団体E,0,447
2020-01-01,2,7,鶏卵,千葉県,鶏卵,農業団体I,0,295
2020-01-01,2,7,ブロイラー,千葉県,ブロイラー,農業団体F,0,47
2020-01-01,2,7,その他の畜産物,千葉県,その他の畜産物,農業団体J,0,57
2020-01-01,2,8,加工農産物,千葉県,加工農産物,農業団体D,0,2
2020-01-01,1,1,米,東京都,米,農業団体E,0,1
2020-01-01,1,1,雑穀,東京都,雑穀,農業団体G,0,0
2020-01-01,1,3,豆類,東京都,豆類,農業団体I,0,0
2020-01-01,1,2,いも類,東京都,いも類,農業団体B,0,10
2020-01-01,1,4,野菜,東京都,野菜,農業団体I,0,129
2020-01-01,1,4,果実,東京都,果実,農業団体F,0,32
2020-01-01,1,6,花き,東京都,花き,農業団体G,0,32
2020-01-01,1,5,工芸農作物,東京都,工芸農作物,農業団体B,0,1
2020-01-01,2,7,肉用牛,東京都,肉用牛,農業団体B,0,2
2020-01-01,2,7,生乳,東京都,生乳,農業団体G,0,10
2020-01-01,2,7,生乳以外の乳用牛,東京都,生乳以外の乳用牛,農業団体D,0,2
2020-01-01,2,7,豚,東京都,豚,農業団体C,0,2
2020-01-01,2,7,鶏卵,東京都,鶏卵,農業団体J,0,2
2020-01-01,2,8,加工農産物,東京都,加工農産物,農業団体C,0,0
2020-01-01,1,1,米,神奈川県,米,農業団体I,0,31
2020-01-01,1,1,麦類,神奈川県,麦類,農業団体F,0,0
2020-01-01,1,1,雑穀,神奈川県,雑穀,農業団体C,0,0
2020-01-01,1,3,豆類,神奈川県,豆類,農業団体F,0,2
2020-01-01,1,2,いも類,神奈川県,いも類,農業団体D,0,17
2020-01-01,1,4,野菜,神奈川県,野菜,農業団体B,0,345
2020-01-01,1,4,果実,神奈川県,果実,農業団体G,0,64
2020-01-01,1,6,花き,神奈川県,花き,農業団体H,0,41
