発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント
1999-02-11,2,8,SLG,コナミ,ときめきメモリアルPOCKETスポーツ編～校庭のフォトグラフ～,"￥4,300","￥4,500代",0
1999-02-12,2,6,RPG,スターフィッシュ,化石創世リボーン2～モンスターディガー～,"￥3,980","￥4,000代",0
1999-02-19,1,4,RPG,アスキー,ウィザードリィ外伝1[復刻版],"￥4,500","￥4,500代",0
1999-02-19,1,4,RPG,アスキー,ウィザードリィ外伝2[復刻版],"￥4,500","￥4,500代",0
1999-02-19,1,5,RPG,アスキー,ウィザードリィ外伝3[復刻版],"￥5,000","￥5,000代",0
1999-02-19,2,6,TBL,童,本格四人打ち麻雀麻雀王,"￥2,980","￥3,000代",0
1999-02-26,2,6,SLG,アトラス,ハムスターパラダイス,"￥3,980","￥4,000代",0
1999-02-26,2,7,RPG,ハドソン,ポヨンのダンジョンルーム,"￥3,980","￥4,000代",0
1999-03-05,2,4,PZL,アルトロン,ROX6=Six,"￥3,980","￥4,000代",0
1999-03-11,2,6,ETC,コナミ,ビートマニアGB,"￥4,300","￥4,500代",0
1999-03-12,1,4,ETC,イマジニア,合格ボーイシリーズ■いアタマを●くする。算数バトル編,"￥2,480","￥2,500代",0
1999-03-12,2,4,PZL,エポック社,おはスタやまちゃん＆レイモンド,"￥3,800","￥4,000代",0
1999-03-12,2,6,RAC,エポック社,ドラえもんカート2,"￥3,980","￥4,000代",0
1999-03-12,2,7,RPG,コーエー,もんすたあ★レース2,"￥3,980","￥4,000代",0
1999-03-12,2,6,RPG,メサイヤ,王ドロボウJINGエンジェル,"￥3,980","￥4,000代",0
1999-03-12,2,6,RPG,メサイヤ,王ドロボウJINGデビル,"￥3,980","￥4,000代",0
1999-03-12,2,6,SPT,魔法,甲子園ポケット,"￥3,980","￥4,000代",0
1999-03-19,2,6,TBL,アテナ,プロ麻雀極GB2,"￥4,200","￥4,000代",0
1999-03-19,2,6,FTG,タカラ,決闘ビーストウォーズビースト戦士最強決定戦,"￥3,680","￥3,500代",0
1999-03-19,2,6,RPG,アトラス,女神転生外伝ラストバイブル,"￥3,980","￥4,000代",0
1999-03-19,2,4,TBL,ポニーキャニオン,将棋2,"￥3,480","￥3,500代",0
1999-03-19,2,6,TBL,ハドソン,大貝獣物語ザ・ミラクル・オブ・ザ・ゾーン2,"￥3,980","￥4,000代",0
1999-03-26,2,6,SLG,魔法,クイクイ,"￥3,980","￥4,000代",0
1999-03-26,2,6,TBL,ギャップス,バーガーバーガーポケット,"￥3,800","￥4,000代",0
1999-04-01,2,7,SPT,コナミ,パワプロクンポケット,"￥4,500","￥4,500代",0
1999-04-02,2,6,SLG,ココナッツジャパンエンターテイメント,ポケット電車2,"￥3,980","￥4,000代",0
1999-04-08,2,6,ACT,任天堂,ゲームボーイギャラリー3,"￥10,000","￥10,000代",0
1999-04-09,2,6,TBL,カルチャーブレーン,加藤一二三九段の将棋教室,"￥3,200","￥3,000代",0
1999-04-09,2,6,SLG,コーエー,信長の野望ゲームボーイ版2,"￥4,800","￥5,000代",0
1999-04-14,2,6,TBL,任天堂,ポケモンピンボール,"￥3,800","￥4,000代",102
1999-04-16,2,6,TBL,アルトロン,チェックメイト,"￥4,500","￥4,500代",0
1999-04-16,2,6,RPG,アトラス,女神転生外伝ラストバイブル2,"￥3,980","￥4,000代",0
1999-04-23,2,5,SPT,エポック社,ゴルフDEおはスタ,"￥3,980","￥4,000代",0
1999-04-23,3,6,RAC,ケムコ,トップギア・ポケット,"￥4,500","￥4,500代",0
1999-04-23,2,6,PZL,タイトー,プチカラット,"￥3,800","￥4,000代",0
1999-04-23,2,5,SPT,ナツメ,リアルプロ野球！セントラルリーグ編,"￥3,980","￥4,000代",0
1999-04-23,2,5,SPT,ナツメ,リアルプロ野球！パシフィックリーグ編,"￥3,980","￥4,000代",0
1999-04-23,2,6,TBL,タカラ,人生ゲーム友達たくさんつくろうよ！,"￥3,980","￥4,000代",0
1999-04-28,2,7,RPG,Jウィング,ディノブリーダー3～ガイア復活～,"￥4,800","￥5,000代",0
1999-04-28,2,6,PZL,イマジニア,パズルコレクションハローキティのマジカルミュージアム,"￥3,980","￥4,000代",0
1999-04-28,2,7,SLG,コナミ,ポケットGIステイブル,"￥4,500","￥4,500代",0
1999-04-28,2,6,PZL,コナミ,花さか天使テンテンくんのビートブレイカー,"￥4,300","￥4,500代",0
1999-04-29,2,6,TBL,スターフィッシュ,パチパチパチス郎～ニューパルサー編～,"￥3,980","￥4,000代",0
1999-04-30,2,6,ACT,カルチャーブレーン,SD飛龍の拳外伝EX,"￥3,900","￥4,000代",0
1999-05-13,2,6,RAC,コナミ,IT'sワールドラリー,"￥4,300","￥4,500代",0
1999-05-20,2,5,SLG,エム・ティー・オー,カードキャプターさくら～いつもさくらちゃんといっしょ～,"￥3,980","￥4,000代",0
1999-05-27,2,6,SLG,スターフィッシュ,カンヅメモンスターパフェ,"￥3,980","￥4,000代",0
1999-05-28,2,6,ACT,ポニーキャニオン,ピットフォールGB,"￥3,980","￥4,000代",0
1999-05-29,2,6,SLG,コーエー,学級王ヤマザキゲームボーイ版,"￥3,980","￥4,000代",0
1999-06-03,2,8,ETC,Jウィング,漢字BOY,"￥4,800","￥5,000代",0
1999-06-04,2,6,ETC,ヘクト,パチンコCRモーレツ原始人T,"￥3,980","￥4,000代",0
1999-06-11,2,4,TBL,ボトムアップ,ポケット花札,"￥4,500","￥4,500代",0
1999-06-11,3,5,PZL,ヒューマン,ルーカのパズルで大冒険,"￥3,800","￥4,000代",0
1999-06-17,2,6,RPG,コナミ,サバイバルキッズ～孤島の冒険者,"￥4,300","￥4,500代",0
1999-06-24,2,8,RPG,Jウィング,あにまるぶり～だ～3,"￥4,800","￥5,000代",0
1999-06-24,2,6,SPT,コナミ,ワールドサッカーGB2,"￥4,300","￥4,500代",0
1999-06-25,2,6,TBL,カルチャーブレーン,坂田吾朗九段の連珠教室,"￥3,200","￥3,000代",0
1999-07-01,2,6,SPT,コナミ,ハイパーオリンピックシリーズトラック＆フィールドGB,"￥4,300","￥4,500代",0
1999-07-08,2,8,TBL,コナミ,遊戯王デュエルモンスターズ2闇界決闘記,"￥4,500","￥4,500代",110
1999-07-09,2,6,TBL,カルチャーブレーン,プロ麻雀「兵」GB,"￥3,900","￥4,000代",0
1999-07-16,1,4,ETC,イマジニア,合格ボーイシリーズ■いアタマを●くする。社会バトル編,"￥2,480","￥2,500代",0
1999-07-16,2,8,SPT,デジタルキッズ,ゴルフ王,"￥3,980","￥4,000代",0
1999-07-16,2,6,RPG,パック・イン・ソフト,川のぬし釣り4,"￥4,200","￥4,000代",0
1999-07-17,2,6,PZL,イマジニア,パズルコレクションハローキティのビーズ工房,"￥3,980","￥4,000代",0
1999-07-23,3,6,ACT,ケムコ,スパイVSスパイ,"￥3,980","￥4,000代",0
1999-07-23,2,6,ACT,エポック社,ドラえもんあるけあるけラビリンス,"￥3,980","￥4,000代",0
1999-07-23,3,6,RPG,キングレコード,ポケットルアーボーイ,"￥3,980","￥4,000代",0
1999-07-23,2,7,RPG,イマジニア,メダロット2(カブトバージョン),"￥3,980","￥4,000代",0
1999-07-23,2,7,RPG,イマジニア,メダロット2(クワガタバージョン),"￥3,980","￥4,000代",0
1999-07-23,2,7,RPG,Jウィング,昆虫博士2,"￥4,800","￥5,000代",0
1999-07-23,3,7,RPG,ハドソン,次世代ベーゴマバトルベイブレード,"￥3,980","￥4,000代",0
1999-07-23,2,7,RPG,Jウィング,釣り先生2,"￥4,800","￥5,000代",0
1999-07-23,3,6,STG,キッド,無頼戦士カラー,"￥3,980","￥4,000代",0
1999-07-30,2,6,RPG,キッド,ジェムジェムモンスター,"￥3,980","￥4,000代",0
1999-07-30,2,7,RAC,タカラ,チョロQカスタマブルGB,"￥3,980","￥4,000代",0
1999-07-30,2,6,SLG,コーエー,三国志ゲームボーイ版2,"￥4,800","￥5,000代",0
1999-08-05,2,6,RPG,コナミ,アザーライフアザードリームスGB,"￥4,300","￥4,500代",0
1999-08-06,3,7,SLG,ハドソン,ポケットファミリーGB2,"￥3,980","￥4,000代",0
1999-08-06,2,7,SLG,ビクターインタラクティブソフトウェア,牧場物語GB2,"￥3,980","￥4,000代",0
1999-08-10,3,7,SPT,任天堂,マリオゴルフGB,"￥3,800","￥4,000代",0
1999-08-13,2,6,ETC,ジャレコ,Get虫'倶楽部みんなの昆虫大図鑑,"￥4,400","￥4,500代",0
1999-08-13,3,6,SPT,エポック社,JリーグエキサイトステージGB,"￥3,980","￥4,000代",0
1999-08-13,2,6,ADV,ケムコ,シャドウゲイトリターン,"￥3,980","￥4,000代",0
1999-08-27,2,6,SLG,コンパイル,ぷよぷよ外伝ぷよウォーズ,"￥3,980","￥4,000代",0
1999-08-27,2,6,TBL,アルトロン,バックギャモン,"￥3,980","￥4,000代",0
1999-09-03,2,7,ETC,パック・イン・ソフト,まじょっコマリちゃんのきせかえ物語,"￥3,800","￥4,000代",0
1999-09-10,2,6,RPG,アトラス,ぐるぐるガラクターズ,"￥4,300","￥4,500代",0
1999-09-10,2,6,ACT,スターフィッシュ,テュロック2～時空戦士～,"￥3,980","￥4,000代",0
1999-09-23,2,6,RPG,タイトー,かわいいペットショップ物語,"￥3,980","￥4,000代",0
1999-09-23,2,7,RPG,エニックス,ドラゴンクエスト1・2,"￥4,900","￥5,000代",0
1999-09-24,1,4,ETC,イマジニア,合格ボーイシリーズ■いアタマを●くする。国語バトル編,"￥2,680","￥2,500代",0
1999-10-01,3,6,RAC,キッド,フロントロウ,"￥3,980","￥4,000代",0
1999-10-01,2,6,SLG,バンプレスト,スーパーロボット大戦リンクバトラー,"￥4,500","￥4,500代",0
1999-10-08,2,6,TBL,ツクダオリジナル,オセロミレニアム,"￥3,980","￥4,000代",0
1999-10-08,3,6,SPT,ボトムアップ,スーパーリアルフィッシング,"￥4,500","￥4,500代",0
1999-10-08,2,6,RPG,バンプレスト,格闘料理伝説ビストロレシピ激闘フードバトル編,"￥3,980","￥4,000代",0
1999-10-14,3,6,RAC,スパイク,V-RALLYチャンピオンシップエディション,"￥3,980","￥4,000代",0
1999-10-15,2,7,ADV,エポック社,シルバニアファミリー～おとぎの国のペンダント～,"￥3,980","￥4,000代",0
1999-10-15,3,6,ADV,ケムコ,ディジャブ1＆2TheCasebooksofAceHarding,"￥3,980","￥4,000代",0
1999-10-15,3,6,RAC,エム・ティー・オー,ポケットGT,"￥3,980","￥4,000代",0
1999-10-21,2,7,RPG,コナミ,銃鋼戦記バレットバトラー,"￥4,500","￥4,500代",0
1999-10-22,2,6,SLG,タム,アクアライフ,"￥3,980","￥4,000代",0
1999-10-22,3,6,PZL,タイトー,クイックスアドベンチャー,"￥3,980","￥4,000代",0
1999-10-22,3,7,SLG,アテナ,夜光虫GB,"￥3,800","￥4,000代",0
1999-10-29,3,6,RPG,スターフィッシュ,ウィザードリィエンパイア,"￥3,980","￥4,000代",0
1999-10-29,2,6,PZL,イマジニア,ウェットリスGB,"￥3,980","￥4,000代",0
1999-10-29,2,7,SPT,キッド,ゴルフだいすき！Let'sPlayGOLF,"￥3,980","￥4,000代",0
1999-10-29,2,7,SLG,ジョルダン,ハムスター倶楽部,"￥3,980","￥4,000代",0
1999-10-29,2,7,RPG,イマジニア,メダロット2パーツコレクション,"￥3,980","￥4,000代",0
1999-11-05,1,4,ETC,イマジニア,合格ボーイシリーズ■いアタマを●くする。理科バトル編,"￥2,680","￥2,500代",0
1999-11-05,2,5,PZL,メディアファクトリー,コラムスGB～手塚キャラクターズ～,"￥3,800","￥4,000代",0
1999-11-12,2,6,STG,エポック社,R-TYPEDX,"￥3,980","￥4,000代",0
1999-11-12,3,6,PZL,カプコン,テトリスアドベンチャーすすめミッキーと仲間たち,"￥3,800","￥4,000代",0
1999-11-21,2,6,RPG,任天堂,ポケットモンスター金,"￥3,800","￥4,000代",353
1999-11-21,2,6,RPG,任天堂,ポケットモンスター銀,"￥3,800","￥4,000代",364
1999-11-25,2,6,ETC,コナミ,ビートマニアGB2ガッチャミックス,"￥4,300","￥4,500代",0
1999-11-25,2,6,ETC,コナミ,筋肉番付GB～挑戦者はキミだ！～,"￥4,500","￥4,500代",0
1999-11-26,3,6,ACT,アルトロン,リトルマジック,"￥3,980","￥4,000代",0
1999-12-03,2,6,TBL,バンプレスト,ザ・グレイトバトルPOCKET,"￥3,980","￥4,000代",0
1999-12-03,2,6,ETC,ピノチオ,それいけ！アンパンマン不思議なニコニコアルバム,"￥4,300","￥4,500代",0
1999-12-10,2,4,PZL,BPS,スーパーボンブリスDX,"￥3,980","￥4,000代",0
1999-12-10,3,7,RPG,ボトムアップ,グランデュエル～深きダンジョンの秘宝～,"￥4,500","￥4,500代",0
1999-12-10,3,8,SPT,スターフィッシュ,スーパーブラックバス～リアル・ファイト～,"￥4,500","￥4,500代",0
1999-12-10,2,6,TBL,エム・ティー・オー,みんなの将棋-初級編-,"￥3,980","￥4,000代",0
1999-12-10,2,6,RPG,バンプレスト,格闘料理伝説ビストロレシピ～決闘★ビストガルム編～,"￥3,980","￥4,000代",0
1999-12-10,3,8,SLG,サイバーフロント,電車でGO！,"￥4,200","￥4,000代",0
1999-12-16,2,7,RPG,コナミ,がんばれゴエモン～もののけ道中飛び出せ鍋奉行！～,"￥4,500","￥4,500代",0
1999-12-17,2,6,ETC,コーエー,スウィートアンジェ,"￥3,980","￥4,000代",0
1999-12-17,3,6,RAC,ケムコ,トップギア・ポケット2,"￥4,200","￥4,000代",0
1999-12-17,2,6,TBL,ボトムアップ,ポケットカラー麻雀,"￥3,980","￥4,000代",0
1999-12-17,3,7,ACT,ハドソン,ボンバーマンMAX-闇の戦士-,"￥3,980","￥4,000代",0
1999-12-17,3,7,ACT,ハドソン,ボンバーマンMAX-光の勇者-,"￥3,980","￥4,000代",0
1999-12-17,2,6,TBL,カルチャーブレーン,女流雀士に挑戦GB～私達に挑戦してネ！,"￥3,980","￥4,000代",0
1999-12-22,2,6,TBL,BOSSコミュニケーションズ,パチンコ必勝ガイドデータの王様,"￥4,980","￥5,000代",0
1999-12-22,3,6,ACT,カルチャーブレーン,飛龍の拳烈伝GB,"￥3,980","￥4,000代",0
1999-12-22,2,6,TBL,ボトムアップ,ポケットカラートランプ,"￥3,980","￥4,000代",0
1999-12-23,2,6,TBL,スターフィッシュ,ハリウッドピンボール,"￥3,980","￥4,000代",0
1999-12-24,2,6,ETC,トミー,踊る天才ペット！DancingFurby,"￥3,980","￥4,000代",0
1999-12-24,3,6,ACT,カルチャーブレーン,スーパーチャイニーズファイターEX,"￥3,900","￥4,000代",0
1999-12-24,3,6,TBL,ボトムアップ,ポケットカラービリヤード,"￥3,980","￥4,000代",0
1999-12-24,2,7,SLG,テクモ,モンスターファームバトルカードGB,"￥3,980","￥4,000代",0
1999-12-24,2,6,RPG,ハドソン,ロボットポンコッツ月バージョン,"￥3,980","￥4,000代",0
1999-12-24,2,6,RPG,カプコン,爆走戦記メタルウォーカーGB～鋼鉄の友情～,"￥4,300","￥4,500代",0
1999-12-24,3,7,TBL,キングレコード,機動戦艦ナデシコルリルリ麻雀,"￥3,980","￥4,000代",0
1999-12-25,2,6,PZL,Jウィング,倉庫番伝説光と闇の国,"￥4,300","￥4,500代",0
1999-12-25,2,6,AVG,コナミ,おわらいよゐこのげえむ道～オヤジ探して三丁目～,"￥4,500","￥4,500代",0
2000-01-01,2,6,ACT,サンソフト,ダフィーダックすべってころんで大金持ち,"￥3,980","￥4,000代",0
2000-01-08,2,7,RPG,イマジニア,エリーのアトリエGB～ザールブルグの妖精錬金術師,"￥4,500","￥4,500代",0
2000-01-08,2,7,RPG,イマジニア,マリーのアトリエGB～ザールブルグの妖精錬金術師,"￥4,500","￥4,500代",0
2000-01-15,2,7,RPG,イマジニア,ジャックの大冒険～大魔王の逆襲～,"￥3,980","￥4,000代",0
2000-01-27,3,6,SPT,コナミ,ハイパーオリンピックウィンター2000,"￥4,500","￥4,500代",0
2000-01-28,3,6,ACT,任天堂,ドンキーコングGBディンキーコング＆ディクシーコング,"￥3,800","￥4,000代",0
2000-01-28,2,6,SLG,MTO,なかよしペットシリーズ1かわいいハムスター,"￥3,980","￥4,000代",0
2000-02-04,3,7,RPG,メディアファクトリー,Bビーダマン爆外伝Vファイナル・メガ・チューン,"￥3,980","￥4,000代",0
2000-02-11,2,6,PZL,Jウィング,語楽王TANGO！,"￥3,980","￥4,000代",0
2000-02-18,3,6,SPT,タム,ポケットビリヤードファンクthe9ボール,"￥3,980","￥4,000代",0
2000-02-18,2,6,TBL,カルチャーブレーン,本格対戦将棋『歩』,"￥3,900","￥4,000代",0
2000-02-21,2,7,RPG,任天堂,トレード＆バトルカードヒーロー,"￥3,800","￥4,000代",0
2000-02-24,3,6,RAC,ビデオシステム,F-1WORLDGRANDPRIXforGAMEBOYCOLORII,"￥4,300","￥4,500代",0
2000-02-25,3,6,RPG,カルチャーブレーン,プロ麻雀「兵」GB2,"￥3,900","￥4,000代",0
2000-02-25,3,6,ACT,サンソフト,メタファイトEX,"￥3,980","￥4,000代",0
2000-02-25,3,7,RPG,コーエー,メタモード,"￥4,500","￥4,500代",0
2000-02-25,3,6,TBL,カルチャーブレーン,本格花札GB,"￥4,500","￥4,500代",0
2000-02-25,2,6,AVG,バンプレスト,名探偵コナンからくり寺院殺人事件,"￥4,500","￥4,500代",0
2000-03-08,2,6,SLG,エポック社,ドラえもんメモリーズのび太の想い出大冒険,"￥3,980","￥4,000代",0
2000-03-08,2,7,TBL,イマジニア,メダロット・カードロボトル(カブトバージョン),"￥3,980","￥4,000代",0
2000-03-08,2,7,TBL,イマジニア,メダロット・カードロボトル(クワガタバージョン),"￥3,980","￥4,000代",0
2000-03-08,2,8,STG,Jウィング,突撃！パッパラ隊,"￥4,500","￥4,500代",0
2000-03-08,3,7,SLG,エポック社,プロ野球シミュレーションポケットプロ野球,"￥3,980","￥4,000代",0
2000-03-17,1,6,ETC,イマジニア,合格ボーイGOLD■いアタマを●くする。国語算数理科社会常識の書,"￥3,800","￥4,000代",0
2000-03-17,1,6,ETC,イマジニア,合格ボーイGOLD■いアタマを●くする。国語算数理科社会難問の書,"￥3,800","￥4,000代",0
2000-03-17,3,7,ETC,アスキー,RPGツクールGB,"￥4,800","￥5,000代",0
2000-03-17,2,6,ETC,エポック社,シルバニアメロディー～森の仲間と踊りましょ！～,"￥3,980","￥4,000代",0
2000-03-17,2,6,PZL,カプコン,パズループ,"￥3,800","￥4,000代",0
2000-03-17,3,7,SLG,アトラス,ハムスターパラダイス2(ちゅー),"￥3,980","￥4,000代",0
2000-03-17,3,7,SPT,Jウィング,ポケットプロレスパーフェクトレスラー,"￥3,980","￥4,000代",0
2000-03-17,3,7,STG,エポック社,マクロス7-銀河のハートを奮わせろ！-,"￥3,980","￥4,000代",0
2000-03-21,3,7,ACT,任天堂,ワリオランド3不思議なオルゴール,"￥3,800","￥4,000代",0
2000-03-23,3,6,ACT,コナミ,サイボーグクロちゃん～デビル復活！！～,"￥4,500","￥4,500代",0
2000-03-24,3,7,ACT,シスコンエンタテイメント,Disney'sTARZAN,"￥4,300","￥4,500代",0
2000-03-24,2,7,SLG,タイトー,さるパンチャー,"￥3,980","￥4,000代",0
2000-03-24,2,6,ACT,ビクターインタラクティブソフトウェア,じゃがいぬくん,"￥3,800","￥4,000代",0
2000-03-24,2,6,SLG,エム・ティー・オー,なかよしペットシリーズ2かわいいウサギ,"￥3,980","￥4,000代",0
2000-03-24,3,8,ACT,ユービーアイソフト,レイマンミスター・ダークの罠,"￥4,200","￥4,000代",0
2000-03-24,2,6,RPG,タカラ,爆球連発！！スーパービーダマン激誕！ライジングヴァルキリー！！,"￥4,500","￥4,500代",0
2000-03-30,3,7,ACT,コナミ,バトルフィッシャーズ,"￥4,500","￥4,500代",0
2000-03-30,2,7,SPT,コナミ,パワクロクンポケット2,"￥4,500","￥4,500代",0
2000-03-30,3,6,ETC,コナミ,ポップンミュージックGB,"￥4,300","￥4,500代",0
2000-03-31,3,6,SPT,アテナ,トリックボーダーGP,"￥3,800","￥4,000代",0
2000-03-31,2,6,RPG,コンパイル,アルルの冒険まほうのジュエル,"￥4,200","￥4,000代",0
2000-03-31,3,6,SPT,ボトムアップ,スノボーチャンピオン,"￥3,980","￥4,000代",0
2000-03-31,3,6,TBL,サンソフト,必殺パチンコBOYCRモンスターハウス,"￥3,980","￥4,000代",0
2000-03-31,2,6,ADV,バンプレスト,名探偵コナン奇岩島秘宝伝説,"￥4,500","￥4,500代",0
2000-04-07,3,8,ACT,Jウィング,VSレミングス,"￥4,500","￥4,500代",0
2000-04-13,2,6,RPG,コナミ,遊戯王モンスターカプセルGB,"￥4,500","￥4,500代",0
2000-04-14,2,6,TBL,ギャップス,聖牌伝説,"￥2,800","￥3,000代",0
2000-04-21,2,6,TBL,タカラ,DXモノポリーGB,"￥3,980","￥4,000代",0
2000-04-21,3,6,SLG,ギャップス,バーガーパラダイスインターナショナル,"￥2,980","￥3,000代",0
2000-04-21,3,6,ACT,ケムコ,バックスバニークレイジーキャッスル4,"￥3,980","￥4,000代",0
2000-04-27,3,7,ACT,コナミ,メタルギアGhostBabel,"￥4,500","￥4,500代",0
2000-04-28,2,7,RPG,Jウィング,ディノブリーダー4,"￥4,800","￥5,000代",0
2000-04-28,3,6,TBL,小学館プロダクション,ドラえもんのクイズボーイ,"￥3,800","￥4,000代",0
2000-04-28,2,5,PZL,アルトロン,パズルボブル4,"￥3,800","￥4,000代",0
2000-04-28,3,6,SLG,カルチャーブレーン,フェレット物語ディア・マイ・フレンド,"￥3,980","￥4,000代",0
2000-04-28,2,6,PZL,エクシング・エンターテイメント,ロードランナードムドム団のやぼう,"￥3,980","￥4,000代",0
2000-04-28,2,6,ETC,エム・ティー・オー,漢字deパズル,"￥4,280","￥4,500代",0
2000-04-28,2,6,ETC,ヘクト,競馬場へ行こう！ワイド,"￥3,980","￥4,000代",0
2000-04-28,2,6,ACT,バイオックス,大工の源さん～カチカチのトンカチがカチ～,"￥3,980","￥4,000代",0
2000-04-28,2,6,TBL,童,麻雀女王,"￥3,980","￥4,000代",0
2000-05-19,2,6,ETC,スターフィッシュ,ゲームコンビニ21,"￥3,980","￥4,000代",0
2000-05-26,2,6,ACT,ジョルダン,タイトーメモリアルバブルボブル,"￥3,980","￥4,000代",0
2000-05-26,2,6,RAC,ジョルダン,タイトーメモリアルCHASEH.Q.,"￥3,980","￥4,000代",0
2000-06-02,3,7,RPG,ハドソン,大貝獣物語ポヨンのダンジョンルーム2,"￥3,980","￥4,000代",0
2000-06-10,2,7,TBL,イマジニア,ビックリマン2000チャージングカードGB,"￥3,980","￥4,000代",0
2000-06-15,3,8,RPG,コナミ,ハンター×ハンター～ハンターの系譜～,"￥4,500","￥4,500代",0
2000-06-29,2,5,PZL,ナムコ,ミスタードリラーGB版,"￥3,800","￥4,000代",0
2000-06-30,2,6,ETC,エム・ティー・オー,おじゃる丸～満願神社は縁日でおじゃる！～,"￥4,280","￥4,500代",0
2000-06-30,3,7,ACT,サンソフト,ムーミンの大冒険,"￥3,980","￥4,000代",0
2000-06-30,3,7,TBL,アテナ,井出洋介の麻雀教室GB,"￥3,800","￥4,000代",0
2000-06-30,2,6,ETC,Jウィング,漢字BOY2,"￥4,800","￥5,000代",0
2000-07-06,3,7,SPT,コナミ,ワールドサッカーGB2000,"￥4,500","￥4,500代",0
2000-07-13,3,7,SPT,コナミ,がんばれ！ニッポン！オリンピック2000,"￥4,500","￥4,500代",0
2000-07-13,3,8,TBL,コナミ,遊戯王デュエルモンスターズ3三聖戦神降臨,"￥4,500","￥4,500代",0
2000-07-14,3,7,ADV,トミー,あつめてあそぶくまのプーさんもりのたからもの,"￥3,980","￥4,000代",0
2000-07-14,3,6,TBL,タム,いつでもパチンコGBCRモンスターハウス,"￥3,980","￥4,000代",0
2000-07-14,2,7,TBL,サクセス,おじゃる丸～月夜が池のたからもの～,"￥3,980","￥4,000代",0
2000-07-14,2,7,RPG,アスミック,ドカボン！？ミレニアムクエスト,"￥3,980","￥4,000代",0
2000-07-19,2,6,RPG,コナミ,サバイバルキッズ2～脱出！双子島～,"￥4,500","￥4,500代",0
2000-07-19,2,6,ACT,イマジニア,ディアダニエルののスウィートアドベンチャー～キティちゃんをさがして～,"￥3,980","￥4,000代",0
2000-07-19,2,6,ACT,イマジニア,ハローキティのスウィートアドベンチャー～ダニエル君にあいたい～,"￥3,980","￥4,000代",0
2000-07-21,2,6,SPT,ナウプロダクション,データナビプロ野球,"￥4,300","￥4,500代",0
2000-07-21,3,6,RAC,キッド,爆走デコトラ伝説GBスペシャル男度胸の天下統一,"￥3,980","￥4,000代",0
2000-07-23,3,8,RPG,イマジニア,メダロット3カブトバージョン,"￥4,300","￥4,500代",0
2000-07-23,3,8,RPG,イマジニア,メダロット3クワガタバージョン,"￥4,300","￥4,500代",0
2000-07-27,3,8,ETC,プライムシステム,水木しげるの新・妖怪伝,"￥4,800","￥5,000代",0
2000-07-28,3,8,ADV,メディアファクトリー,サクラ大戦GB檄・花組入隊！,"￥4,800","￥5,000代",0
2000-07-28,3,7,TBL,Jウィング,華欄虎龍学園～花札・麻雀～,"￥4,800","￥5,000代",0
2000-08-03,3,7,ACT,コナミ,ダンスダンスレボリューションGB,"￥4,800","￥5,000代",0
2000-08-04,2,7,RPG,トミー,ゾイド邪神復活！～ジェノブレイカー編～,"￥4,500","￥4,500代",0
2000-08-04,2,7,RPG,マイクロキャビン,ソウルゲッター～放課後冒険RPG～,"￥3,980","￥4,000代",0
2000-08-04,3,7,RPG,メディアファクトリー,ぞくぞくヒーローズ,"￥5,980","￥6,000代",0
2000-08-04,2,8,RPG,Jウィング,ダンジョンセイバー,"￥4,800","￥5,000代",0
2000-08-04,3,7,RPG,ビクターインタラクティブソフトウェア,ぬし釣りアドベンチャーカイトの冒険,"￥4,200","￥4,000代",0
2000-08-04,3,7,STG,マイクロキャビン,マジカルチェイスGB～見習い魔法使い賢者の谷へ～,"￥3,480","￥3,500代",0
2000-08-04,3,7,ADV,マーベラスエンターテイメント,ラブひなポケット,"￥4,200","￥4,000代",0
2000-08-10,2,7,ACT,コナミ,筋肉番付GB2～目指せ！マッスルチャンピオン～,"￥4,500","￥4,500代",0
2000-08-11,3,6,SPT,アルトロン,K.O.-ザ・プロ・ボクシング-,"￥4,500","￥4,500代",0
2000-08-11,3,6,ACT,ケムコ,トゥイーティ世界一周80匹のネコをさがせ！,"￥4,200","￥4,000代",0
2000-08-11,2,7,ETC,アトラス,谷村ひとし流パチンコ攻略大作戦ドン・キホーテが行く,"￥4,500","￥4,500代",0
2000-08-11,3,6,SLG,エム・ティー・オー,なかよしペットシリーズ3かわいい仔犬,"￥3,980","￥4,000代",0
2000-08-11,3,7,RAC,タカラ,パーフェクトチョロQ,"￥3,980","￥4,000代",0
2000-08-11,3,7,RPG,ハドソン,ベイブレードFIGHTINGTOURNAMENT,"￥3,980","￥4,000代",0
2000-08-11,2,6,ADV,ダズ,海底伝説！！トレジャーワールド,"￥3,980","￥4,000代",0
2000-08-11,2,6,SPT,ナツメ,所さんの世田谷カントリークラブ,"￥3,980","￥4,000代",0
2000-08-18,3,4,TBL,ポニーキャニオン,実践役に立つ詰碁,"￥3,980","￥4,000代",0
2000-08-23,3,6,ACT,任天堂,コロコロカービィ,"￥4,500","￥4,500代",0
2000-09-07,3,6,ETC,コナミ,ポップンミュージックGBアニメーションメロディ,"￥4,500","￥4,500代",0
2000-09-08,3,6,ETC,任天堂,とっとこハム太郎ともだち大作戦でちゅ,"￥3,800","￥4,000代",0
2000-09-21,3,7,PZL,任天堂,ポケモンでパネポン,"￥3,800","￥4,000代",0
