発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,売り上げ本数TOP50,ハード,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？
1983-07-15,-,1,ACT,任天堂,ドンキーコング,"￥4,500","￥4,500代",88,1,🟥赤,AC移植,-,19位,-
1983-07-15,-,1,ACT,任天堂,ドンキーコングJr.,"￥4,500","￥4,500代",0,1,⬜白,AC移植,-,-,-
1983-07-15,-,1,ACT,任天堂,ポパイ,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1983-08-27,-,1,TAB,任天堂,五目ならべ連珠,"￥4,500","￥4,500代",0,1,◾黒,-,-,-,-
1983-08-27,-,1,TAB,任天堂,麻雀,"￥4,500","￥4,500代",213,1,-,-,-,-,-
1983-09-09,-,1,ACT,任天堂,マリオブラザーズ,"￥4,500","￥4,500代",163,1,🟨黄,対戦+AC移植,01位,10位,-
1983-11-22,-,1,ETC,任天堂,ポパイの英語遊び,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1983-12-07,-,1,SPT,任天堂,ベースボール,"￥4,500","￥4,500代",235,1,🟦青,対戦,12位,-,-
1983-12-12,-,1,ETC,任天堂,ドンキーコングJr.の算数遊び,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1984-01-14,-,1,SPT,任天堂,テニス,"￥4,500","￥4,500代",156,1,-,対戦,16位,-,-
1984-02-02,-,1,TAB,任天堂,ピンボール,"￥4,500","￥4,500代",0,1,🟨黄,-,-,08位,-
1984-02-18,-,1,SHT,任天堂,ワイルドガンマン,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1984-04-21,-,1,SHT,任天堂,ダックハント,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1984-05-01,-,1,SPT,任天堂,ゴルフ,"￥4,500","￥4,500代",246,1,🟦青,-,-,-,-
1984-06-12,-,1,SHT,任天堂,ホーガンズアレイ,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1984-06-21,-,2,ETC,任天堂,ファミリーベーシック,"￥14,800","￥15,000代",0,1,-,-,-,-,-
1984-07-04,-,1,SHT,任天堂,ドンキーコング3,"￥4,500","￥4,500代",0,1,🟥赤,-,-,-,-
1984-07-28,-,1,ACT,ハドソン,ナッツ＆ミルク,"￥4,500","￥4,500代",0,1,🟦青,-,-,-,-
1984-07-31,-,1,PZL,ハドソン,ロードランナー,"￥4,500","￥4,500代",110,1,🟨黄,PC移植,-,-,-
1984-09-07,-,1,SHT,ナムコ,ギャラクシアン,"￥4,500","￥4,500代",0,1,-,AC移植,-,-,-
1984-10-05,-,1,ACT,任天堂,デビルワールド,"￥4,500","￥4,500代",0,1,🟦青,-,-,-,-
1984-11-02,-,1,TAB,任天堂,4人打ち麻雀,"￥4,500","￥4,500代",145,1,-,-,-,-,-
1984-11-02,-,1,RAC,任天堂,F1レース,"￥4,500","￥4,500代",152,1,-,-,-,-,-
1984-11-02,-,1,ACT,ナムコ,パックマン,"￥4,500","￥4,500代",0,1,-,AC移植,-,18位,-
1984-11-08,-,2,SHT,ナムコ,ゼビウス,"￥4,900","￥5,000代",127,1,◾黒,AC移植,-,03位,-
1984-11-14,-,1,ACT,任天堂,アーバンチャンピオン,"￥4,500","￥4,500代",0,1,🟦青,対戦,05位,-,-
1984-11-14,-,1,ACT,ナムコ,マッピー,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1984-11-22,-,1,PZL,任天堂,クルクルランド,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1984-11-30,-,1,RAC,任天堂,エキサイトバイク,"￥5,500","￥5,500代",157,1,🟥赤,-,-,-,-
1985-01-22,-,1,ACT,任天堂,バルーンファイト,"￥4,500","￥4,500代",0,1,⬜白,対戦,07位,11位,-
1985-01-30,-,1,ACT,任天堂,アイスクライマー,"￥4,500","￥4,500代",100,1,🟦青,対戦,06位,19位,-
1985-02-11,-,1,SHT,ジャレコ,エクセリオン,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-02-21,-,2,ETC,任天堂,ファミリーベーシックV3,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1985-02-22,-,1,SHT,ハドソン,バンゲリングベイ,"￥4,900","￥5,000代",0,1,◾黒,-,-,-,20位
1985-03-14,-,1,SHT,ナムコ,ギャラガ,"￥4,500","￥4,500代",0,1,-,AC移植,-,14位,-
1985-04-04,-,1,SHT,ジャレコ,フォーメーションZ,"￥4,500","￥4,500代",0,1,-,AC移植,-,-,-
1985-04-09,-,2,SPT,任天堂,サッカー,"￥4,900","￥5,000代",153,1,-,-,-,-,-
1985-04-17,-,1,SHT,タイトー,スペースインベーダー,"￥4,500","￥4,500代",0,1,-,AC移植,-,-,-
1985-04-17,-,1,PZL,ハドソン,チャンピオンシップロードランナー,"￥4,900","￥5,000代",0,1,⬜白,-,-,-,13位
1985-04-22,-,1,ACT,コナミ,イーアルカンフー,"￥4,500","￥4,500代",0,1,-,対戦+AC移植,14位,-,-
1985-04-22,-,1,ACT,コナミ,けっきょく南極大冒険,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-05-10,-,1,ACT,ジャレコ,忍者くん魔城の冒険,"￥4,500","￥4,500代",0,1,-,AC移植,-,-,-
1985-05-24,-,1,PZL,タイトー,ちゃっくんぽっぷ,"￥4,500","￥4,500代",0,1,-,AC移植,-,-,-
1985-06-04,-,1,ACT,ナムコ,ディグダグ,"￥4,500","￥4,500代",0,1,-,AC移植,-,-,-
1985-06-14,-,2,PZL,デービーソフト,フラッピー,"￥5,500","￥5,500代",0,1,🟨黄,-,-,-,-
1985-06-18,-,2,ACT,任天堂,レッキングクルー,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1985-06-21,-,2,ACT,任天堂,スパルタンX,"￥4,900","￥5,000代",142,1,-,AC移植,-,-,-
1985-06-21,-,1,SPT,コナミ,ハイパーオリンピック,"￥4,500","￥4,500代",0,1,-,AC移植,-,-,-
1985-06-21,-,2,SPT,コナミ,ハイパーオリンピック殿様版(限定発売),"￥4,500","￥4,500代",0,1,-,AC移植,-,-,-
1985-06-25,-,1,SHT,ハドソン,スターフォース,"￥4,900","￥5,000代",0,1,🟦青,AC移植,-,04位,-
1985-06-28,-,2,ACT,タイトー,エレベーターアクション,"￥4,900","￥5,000代",0,1,-,AC移植,-,-,-
1985-07-01,-,1,ACT,ジャレコ,フィールドコンバット,"￥4,500","￥4,500代",0,1,-,AC移植,-,-,-
1985-07-11,-,1,RAC,コナミ,ロードファイター,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-07-12,-,1,ACT,ナムコ,ワープマン,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-07-18,-,1,RAC,アイレム,ジッピーレース,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-07-18,-,1,PZL,エニックス,ドアドア,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1985-07-25,-,1,ACT,サンソフト,スーパーアラビアン,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-07-26,-,2,ETC,任天堂,ブロック,"￥4,800","￥5,000代",0,1,-,-,-,-,-
1985-08-01,-,1,ACT,タイトー,フロントライン,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-08-01,-,1,TAB,セタ,本将棋内藤九段将棋秘伝,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-08-06,-,2,ACT,ナムコ,ドルアーガの塔,"￥4,900","￥5,000代",0,1,-,-,-,-,17位
1985-08-09,-,2,ACT,アスキー,アストロロボSASA,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1985-08-13,-,2,ETC,任天堂,ジャイロ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1985-08-28,-,2,SHT,アスキー,ゲイモス,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1985-08-30,-,1,SPT,アイレム,10ヤードファイト,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1985-09-09,-,1,ACT,ナムコ,バトルシティー,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-09-13,-,2,ACT,任天堂,スーパーマリオブラザーズ,"￥4,900","￥5,000代",681,1,🟨黄,-,-,06位,-
1985-09-20,-,1,ACT,ハドソン,プーヤン,"￥4,900","￥5,000代",0,1,⬜白,-,-,-,-
1985-09-27,-,1,SPT,コナミ,ハイパースポーツ,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-09-27,-,1,RAC,ジャレコ,シティコネクション,"￥4,900","￥5,000代",0,1,🟨黄,-,-,-,-
1985-10-04,-,2,RAC,サンソフト,ルート16ターボ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1985-10-15,-,2,ACT,ハドソン,チャレンジャー,"￥4,900","￥5,000代",0,1,-,-,-,-,15位
1985-11-08,-,1,ACT,バンダイ,キン肉マンマッスルタッグマッチ,"￥4,900","￥5,000代",105,1,🟥赤,対戦,09位,-,-
1985-11-14,-,1,SHT,タイトー,スカイデストロイヤー,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-11-15,-,2,ACT,ポニーキャニオン,おにゃんこTOWN,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1985-11-15,-,1,ACT,ジャレコ,忍者じゃじゃ丸くん,"￥4,900","￥5,000代",100,1,🟥赤,-,-,-,-
1985-11-21,-,2,TAB,東芝ＥＭＩ,パチコン,"￥4,900","￥5,000代",0,1,🟨黄,-,-,-,-
1985-11-21,-,2,ACT,ナムコ,パックランド,"￥4,500","￥4,500代",0,1,-,AC移植,-,-,-
1985-11-21,-,2,RAC,任天堂,マッハライダー,"￥4,900","￥5,000代",0,1,🟦青,-,-,-,-
1985-11-27,-,1,ACT,ナムコ,バーガータイム,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-11-28,-,1,ACT,サンソフト,いっき,"￥4,900","￥5,000代",0,1,⬜白,-,-,-,-
1985-11-29,-,2,ADV,エニックス,ポートピア連続殺人事件,"￥5,500","￥5,500代",0,1,◾黒,-,-,-,-
1985-12-05,-,1,ACT,ソフトプロ,カラテカ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1985-12-05,-,1,TAB,ポニーキャニオン,ルナーボール,"￥4,900","￥5,000代",0,1,🟨黄,-,-,-,-
1985-12-06,-,2,SHT,ナムコ,スターラスター,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1985-12-06,-,2,ACT,アイレム,スペランカー,"￥4,900","￥5,000代",0,1,⬜白,-,-,-,07位
1985-12-07,-,2,ACT,デービーソフト,高機動戦闘メカヴォルガードⅡ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1985-12-10,-,1,ACT,ナムコ,超時空要塞マクロス,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1985-12-11,-,2,SHT,カプコン,1942,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1985-12-11,-,2,ACT,ケムコ,ダウボーイ,"￥5,300","￥5,500代",0,1,🟦青,-,-,-,-
1985-12-14,-,2,RPG,アスキー,ボコスカウォーズ,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1985-12-14,-,2,SHT,デービーソフト,頭脳戦艦ガル,"￥4,900","￥5,000代",0,1,⬜白,-,-,-,-
1985-12-16,-,2,ACT,バンダイ,オバケのQ太郎ワンワンパニック,"￥4,900","￥5,000代",0,1,🟨黄,-,-,-,08位
1985-12-19,-,2,ACT,スクウェア,テグザー,"￥5,500","￥5,500代",0,1,⬜白,-,-,-,-
1985-12-19,-,1,PZL,ハドソン,バイナリィランド,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1985-12-19,-,1,ACT,ハドソン,ボンバーマン,"￥4,900","￥5,000代",80,1,◾黒,対戦,19位,15位,-
1985-12-21,-,2,SHT,徳間書店,エグゼドエグゼス,"￥5,200","￥5,000代",0,1,🟨黄,-,-,-,-
1985-12-21,-,2,PZL,徳間書店,ロットロット,"￥5,200","￥5,000代",0,1,🟥赤,-,-,-,-
1985-12-25,-,2,ACT,アスキー,ぺんぎんくんWARS,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1986-01-04,-,2,SHT,コナミ,ツインビー,"￥4,900","￥5,000代",100,1,-,-,-,09位,-
1986-02-08,-,2,ACT,カプコン,ソンソン,"￥4,900","￥5,000代",0,1,🟥赤,-,-,-,-
1986-02-21,-,2,ACT,コナミ,グーニーズ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-03-01,-,2,SHT,東映動画,バルトロン,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-03-04,-,1,ACT,ソフトプロ,サーカスチャーリー,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-03-05,-,2,ACT,ハドソン,忍者ハットリくん忍者は修行でござるの巻,"￥4,900","￥5,000代",150,1,-,-,-,-,-
1986-03-13,-,2,SHT,タイトー,ジャイロダイン,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-03-18,-,2,RPG,東芝ＥＭＩ,ハイドライドスペシャル,"￥4,900","￥5,000代",0,1,⬜白,-,-,-,-
1986-03-19,-,2,SHT,日本物産,マグマックス,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-04-02,-,2,ACT,ナムコ,タッグチームプロレスリング,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-04-17,-,2,SHT,ジャレコ,アーガス,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-04-17,-,2,ACT,サンソフト,アトランチスの謎,"￥4,900","￥5,000代",0,1,⬜白,-,-,-,12位
1986-04-17,-,2,ACT,バンダイ,ゲゲゲの鬼太郎妖怪大魔境,"￥4,900","￥5,000代",125,1,-,-,-,-,-
1986-04-18,-,2,ACT,タイトー,影の伝説,"￥4,900","￥5,000代",0,1,◾黒,-,-,-,-
1986-04-19,-,2,ACT,ナムコ,ディグダグⅡ,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1986-04-24,-,2,ACT,テクモ,マイティボンジャック,"￥4,980","￥5,000代",0,1,🟨黄,-,-,-,06位
1986-04-25,-,2,ACT,コナミ,グラディウス,"￥4,900","￥5,000代",100,1,◾黒,-,-,05位,-
1986-04-25,-,2,ETC,東京書籍,けいさんゲームさんすう1年,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-04-25,-,2,ETC,東京書籍,けいさんゲーム算数2年,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-04-25,-,2,ETC,東京書籍,けいさんゲーム算数3年,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-04-26,-,2,ACT,ケムコ,スパイVSスパイ,"￥4,900","￥5,000代",0,1,🟦青,対戦,08位,-,-
1986-05-19,-,2,ACT,日本物産,セクロス,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-05-27,-,2,RPG,エニックス,ドラゴンクエスト,"￥5,500","￥5,500代",150,1,◾黒,-,-,-,-
1986-06-03,-,1,ACT,東芝ＥＭＩ,バードウィーク,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-06-03,-,2,SHT,データイースト,Bウイング(ビーウイング),"￥4,900","￥5,000代",0,1,🟨黄,-,-,-,-
1986-06-13,-,2,SHT,ハドソン,スターソルジャー,"￥4,900","￥5,000代",100,1,◾黒,-,-,01位,-
1986-06-13,-,4,ACT,カプコン,魔界村,"￥5,500","￥5,500代",164,1,◾黒,-,-,-,02位
1986-06-19,-,2,ACT,ナムコ,スーパーチャイニーズ,"￥3,900","￥4,000代",0,1,-,-,-,-,-
1986-06-26,-,2,ACT,アイレム,スクーン,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-06-26,-,2,ACT,ジャレコ,チョップリフター,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-07-03,-,2,ACT,サンソフト,東海道五十三次,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-07-18,-,2,PZL,ナムコ,バベルの塔,"￥3,900","￥4,000代",0,1,-,-,-,-,-
1986-07-30,-,4,ACT,コナミ,がんばれゴエモン！からくり道中,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1986-07-30,-,2,PZL,テクモ,ソロモンの鍵,"￥4,900","￥5,000代",0,1,🟨黄,-,-,-,-
1986-08-01,-,2,RPG,ナムコ,ワルキューレの冒険時の鍵の伝説,"￥3,900","￥4,000代",0,1,-,-,-,-,-
1986-08-08,-,2,SPT,タイトー,六三四の剣ただいま修行中,"￥4,900","￥5,000代",0,1,-,対戦,13位,-,-
1986-08-10,-,2,ACT,東映動画,北斗の拳,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-08-22,-,2,ACT,ジャレコ,じゃじゃ丸の大冒険,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-08-22,-,2,ACT,ナムコ,スカイキッド,"￥3,900","￥4,000代",0,1,-,-,-,-,-
1986-08-28,-,4,SHT,バンダイ,機動戦士Zガンダムホットスクランブル,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1986-09-03,-,2,SHT,SNK,ASO,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-09-05,-,4,ACT,ポニーキャニオン,スーパーピットフォール,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1986-09-08,-,2,PZL,ビクター音楽産業,バナナ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-09-12,-,2,ACT,ハドソン,高橋名人の冒険島,"￥4,900","￥5,000代",105,1,⬜白,-,-,-,03位
1986-09-18,-,2,SHT,スクウェア,キングスナイト,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-09-19,-,4,SHT,ナムコ,スーパーゼビウスガンプの謎,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-09-22,-,2,ACT,徳間書店,ゴーストバスターズ,"￥4,500","￥4,500代",0,1,-,-,-,-,-
1986-09-26,-,2,ADV,ケムコ,スペースハンター,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-09-27,-,4,SHT,日本物産,テラクレスタ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-09-27,-,4,ACT,カプコン,戦場の狼,"￥5,500","￥5,500代",116,1,-,-,-,-,-
1986-10-08,-,2,RAC,データイースト,バギーポッパー,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-10-23,-,2,ACT,ジャレコ,うる星やつらラムのウェディングベル,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-10-30,-,2,ETC,東京書籍,けいさんゲーム算数4年,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-10-30,-,2,ETC,東京書籍,けいさんゲーム算数5・6年少数・分数のまとめ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-10-31,-,4,ADV,ジャレコ,ミシシッピー殺人事件,"￥5,200","￥5,000代",0,1,🟦青,-,-,-,15位
1986-11-11,-,4,SHT,テクモ,スーパースターフォース時空歴の秘密,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1986-11-12,-,2,SPT,バンダイ,ファミリートレーナーシリーズ1アスレチックワールド,"￥8,500","￥8,500代",0,1,-,-,-,-,-
1986-11-13,-,2,TAB,河田,Othello(オセロ),"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-11-13,-,2,ACT,ハドソン,迷宮組曲ミロンの大冒険,"￥4,900","￥5,000代",0,1,🟨黄,-,-,-,-
1986-11-21,-,4,ACT,ビック東海,アイギーナの予言バルバルークの伝説より,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1986-11-21,-,2,RPG,バップ,元祖西遊記スーパーモンキー大冒険,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-11-21,-,2,ACT,東映動画,長靴をはいた猫世界一周80日大冒険,"￥4,900","￥5,000代",0,1,🟥赤,-,-,-,-
1986-11-26,-,4,ACT,ナムコ,マッピーランド,"￥3,900","￥4,000代",0,1,-,-,-,-,-
1986-11-26,-,4,ACT,ケイアミューズメントリース,怒IKARI,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1986-11-27,-,4,ACT,バンダイ,ドラゴンボール神龍の謎,"￥5,300","￥5,500代",125,1,🟦青,-,-,-,11位
1986-11-28,-,2,PZL,アスキー,キャッスルエクセレント,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-12-01,-,2,SPT,バンダイ,ファミリートレーナーシリーズ2ランニングスタジアム,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-12-05,-,2,SHT,ポニーキャニオン,タイガーヘリ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-12-05,-,4,SLG,東芝ＥＭＩ,ディーヴァストーリー6ナーサティアの玉座,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1986-12-05,-,2,ACT,タカラ,戦え超ロボット生命体トランスフォーマーコンボイの謎,"￥4,900","￥5,000代",0,1,◾黒,-,-,-,04位
1986-12-06,-,2,ACT,ユース,ホッターマンの地底探険,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-12-10,-,4,ADV,タイトー,たけしの挑戦状,"￥5,300","￥5,500代",80,1,-,-,-,-,01位
1986-12-10,-,3,SPT,ナムコ,プロ野球ファミリースタジアム,"￥3,900","￥4,000代",205,1,-,対戦,03位,-,-
1986-12-11,-,4,ADV,トーワチキ,シャーロックホームズ伯爵令嬢誘拐事件,"￥5,000","￥5,000代",0,1,-,-,-,-,-
1986-12-12,-,4,ACT,ハドソン,ドラえもん,"￥5,500","￥5,500代",115,1,⬜白,-,-,-,-
1986-12-15,-,4,RPG,アイレム,魔鐘,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1986-12-16,-,2,ACT,ナムコ,メトロクロス,"￥3,900","￥4,000代",0,1,-,-,-,-,-
1986-12-18,-,4,ACT,コナミ,キングコング2怒りのメガトンパンチ,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1986-12-18,-,2,ACT,サンソフト,マドゥーラの翼,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-12-18,-,2,ACT,CBSソニー,聖飢魔Ⅱ悪魔の逆襲！,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-12-20,-,4,ACT,デービーソフト,レイラ,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1986-12-23,-,2,SLG,アスキー,コスモジェネシス,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1986-12-24,-,4,ACT,カプコン,闘いの挽歌,"￥5,500","￥5,500代",0,1,🟨黄,-,-,-,-
1986-12-26,30,2,ETC,タイトー,アルカノイド,"￥5,400","￥5,500代",0,1,-,-,-,-,-
1986-12-26,-,4,ACT,日本物産,クレイジークライマー,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1986-12-26,-,4,ADV,ケムコ,時空の旅人,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1987-01-04,-,4,ACT,コナミ,火の鳥鳳凰編我王の冒険,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1987-01-07,-,4,ACT,ナムコ,ドラゴンバスター,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1987-01-07,-,4,ACT,徳間書店,ラビリンス魔王の迷宮,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1987-01-26,38,4,RPG,エニックス,ドラゴンクエストⅡ悪霊の神々,"￥5,500","￥5,500代",241,1,◾黒,-,-,-,10位
1987-02-01,-,2,SPT,バンダイ,ファミリートレーナーシリーズ3エアロビスタジオ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1987-02-06,-,4,ETC,ホットビィ,ザ・ブラックバス,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1987-02-10,-,2,ACT,リコーエレメックス,新人類,"￥4,900","￥5,000代",0,1,🟥赤,-,-,-,-
1987-02-14,-,4,ACT,カルチャーブレーン,飛龍の拳奥義の書,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1987-02-27,-,4,ACT,バンダイ,ポケットザウルス十王剣の謎,"￥5,500","￥5,500代",0,1,🟨黄,-,-,-,-
1987-03-05,-,2,ETC,トンキンハウス,ファミリーシンセいきなりミュージシャン,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1987-03-06,-,2,ACT,ハドソン,ミッキーマウス不思議の国の大冒険,"￥4,900","￥5,000代",0,1,⬜白,-,-,-,-
1987-03-06,-,4,ADV,ポニーキャニオン,LawoftheWest西部の掟,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1987-03-14,-,4,ADV,東宝,タッチミステリーオブトライアングル,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1987-03-17,-,4,ACT,ビクター音楽産業,花のスター街道,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1987-03-18,-,4,ADV,コナミ,グーニーズ2フラッテリー最後の挑戦,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1987-03-25,-,4,ACT,タカラ,失われたメッセージロストワードオブジェニー,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1987-03-27,-,4,ACT,ケムコ,南国指令！！スパイVSスパイ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1987-04-02,34,4,ADV,ナムコ,さんまの名探偵,"￥4,900","￥5,000代",0,1,-,-,-,-,-
