日付,🔖性別,年齢,🔖好きな季節,🔖居住タイプ,🔖教育レベル,🔖好みのアクティビティ,未使用,カウント,山までの距離(マイル),ビーチまでの距離(マイル),旅行頻度,年収($),休暇予算($),🔖ペット,🔖環境への懸念
2024-09-01,1,25,spring,suburban,doctorate,swimming,,,185,223,2,44361,4231,1,1
2024-09-01,0,33,fall,rural,bachelor,skiing,,,96,162,0,35984,3531,0,0
2024-09-01,0,38,fall,urban,master,sunbathing,,,59,296,0,47004,2984,0,0
2024-09-01,1,56,winter,urban,doctorate,skiing,,,152,3,4,70972,1587,1,0
2024-09-01,1,28,summer,urban,doctorate,hiking,,,53,167,0,24342,4086,0,0
2024-09-01,1,41,fall,suburban,master,skiing,,,105,201,3,78046,4310,0,0
2024-09-01,2,53,summer,rural,master,sunbathing,,,219,237,8,74040,3092,0,0
2024-09-01,1,35,fall,urban,master,skiing,,,171,74,3,42418,1540,0,0
2024-09-01,2,40,winter,rural,master,swimming,,,161,266,0,32240,2987,1,0
2024-09-01,1,30,spring,rural,master,sunbathing,,,20,57,3,21436,960,1,1
2024-09-01,2,66,winter,urban,master,skiing,,,190,127,5,99060,1043,1,1
2024-09-01,1,61,summer,suburban,master,hiking,,,123,17,9,111214,1116,1,0
2024-09-01,2,67,fall,rural,master,sunbathing,,,261,65,4,107929,4638,0,0
2024-09-01,1,59,summer,suburban,bachelor,swimming,,,51,270,3,66594,4984,0,1
2024-09-01,0,56,fall,rural,bachelor,sunbathing,,,221,190,3,34185,4081,0,1
2024-09-01,1,61,fall,suburban,doctorate,sunbathing,,,4,75,2,99725,4309,1,1
2024-09-01,1,61,fall,urban,high school,hiking,,,55,115,1,86205,3706,0,1
2024-09-01,0,62,spring,suburban,doctorate,hiking,,,225,101,1,103024,3007,0,0
2024-09-01,0,18,winter,suburban,bachelor,swimming,,,63,268,9,28048,2404,1,0
2024-09-01,2,24,summer,rural,doctorate,skiing,,,25,23,0,110054,3919,0,0
2024-09-01,0,65,summer,rural,doctorate,swimming,,,299,76,1,101192,1368,1,1
2024-09-01,2,65,spring,suburban,doctorate,swimming,,,137,14,7,24687,2360,0,0
2024-09-01,1,38,fall,suburban,high school,swimming,,,236,265,1,109988,3590,1,1
2024-09-01,0,33,spring,urban,high school,skiing,,,244,237,7,86248,831,1,1
2024-09-01,2,65,summer,suburban,high school,hiking,,,17,29,6,66712,3474,0,0
2024-09-01,1,31,spring,urban,bachelor,skiing,,,268,187,0,105745,1547,0,1
2024-09-01,2,60,summer,urban,doctorate,hiking,,,2,108,2,84177,1098,1,1
2024-09-01,1,68,spring,suburban,high school,skiing,,,215,120,6,24172,4972,1,1
2024-09-01,2,60,fall,urban,high school,skiing,,,176,111,2,59771,2582,1,1
2024-09-01,1,19,summer,rural,bachelor,hiking,,,280,118,7,68104,4333,1,0
2024-09-01,1,48,fall,rural,high school,swimming,,,212,183,0,51892,4505,1,1
2024-09-01,2,56,summer,rural,doctorate,hiking,,,189,212,7,44134,1856,0,1
2024-09-01,1,26,winter,suburban,doctorate,skiing,,,93,71,7,70487,4178,1,0
2024-09-01,2,58,winter,suburban,high school,hiking,,,190,125,1,24551,4627,0,0
2024-09-01,1,31,spring,urban,master,sunbathing,,,5,231,1,114870,3673,0,0
2024-09-01,0,27,winter,rural,bachelor,swimming,,,182,294,2,89408,1605,1,1
2024-09-01,0,65,winter,suburban,high school,skiing,,,268,283,8,66784,4176,1,0
2024-09-01,2,41,winter,urban,high school,sunbathing,,,41,228,7,57271,4737,0,0
2024-09-01,0,67,spring,suburban,master,swimming,,,68,68,7,61814,524,1,1
2024-09-01,0,50,summer,rural,master,hiking,,,158,139,1,20532,1886,1,1
2024-09-01,1,51,spring,urban,bachelor,hiking,,,167,181,7,105324,1871,1,1
2024-09-01,0,37,spring,rural,bachelor,sunbathing,,,217,263,4,70545,2823,1,0
2024-09-01,2,45,summer,suburban,high school,swimming,,,8,87,3,113025,4844,0,1
2024-09-01,2,21,winter,rural,high school,skiing,,,92,133,4,92872,4100,0,0
2024-09-01,1,51,spring,rural,high school,skiing,,,256,59,5,65526,879,0,1
2024-09-01,0,21,spring,rural,bachelor,skiing,,,21,179,4,98565,2207,0,1
2024-09-01,1,23,winter,rural,bachelor,hiking,,,130,73,2,96884,2586,0,0
2024-09-01,0,39,spring,suburban,bachelor,skiing,,,291,217,9,116632,3071,0,0
2024-09-01,0,21,summer,rural,high school,skiing,,,76,138,4,93458,3317,0,1
2024-09-01,0,67,winter,rural,bachelor,sunbathing,,,179,239,2,112949,4621,1,1
2024-09-01,1,22,fall,urban,high school,hiking,,,221,172,1,33288,4295,1,1
2024-09-01,1,28,winter,suburban,high school,hiking,,,110,140,7,59213,925,0,1
2024-09-01,0,62,fall,suburban,doctorate,skiing,,,54,9,9,47624,2960,0,1
2024-09-01,2,52,spring,rural,master,sunbathing,,,235,153,6,101820,1677,1,0
2024-09-01,0,36,fall,suburban,master,sunbathing,,,180,129,0,80468,2313,0,1
2024-09-01,2,69,summer,suburban,doctorate,swimming,,,211,216,4,105525,4447,0,1
2024-09-01,0,28,summer,suburban,bachelor,hiking,,,180,98,0,98574,2568,0,1
2024-09-01,0,28,fall,rural,master,swimming,,,209,87,3,25931,808,0,1
2024-09-01,2,44,winter,rural,high school,sunbathing,,,30,50,1,36264,2647,1,1
2024-09-01,2,19,winter,suburban,doctorate,skiing,,,282,168,3,54846,1095,1,0
2024-09-01,1,64,fall,urban,master,skiing,,,7,260,5,100394,975,1,0
2024-09-01,2,25,summer,urban,doctorate,skiing,,,270,248,7,62590,4548,1,0
2024-09-01,0,51,spring,urban,doctorate,hiking,,,216,288,3,49109,1462,0,1
2024-09-01,1,57,spring,rural,master,skiing,,,99,15,7,57698,2121,1,0
2024-09-01,0,37,summer,suburban,doctorate,skiing,,,151,177,4,26680,1882,0,1
2024-09-01,1,40,winter,urban,high school,swimming,,,103,269,8,89196,2268,1,0
2024-09-01,0,32,fall,suburban,doctorate,hiking,,,15,11,2,42095,2344,1,0
2024-09-01,2,65,winter,suburban,high school,skiing,,,218,12,7,105035,3385,0,1
2024-09-01,0,30,winter,urban,high school,skiing,,,266,226,0,63148,1701,0,1
2024-09-01,0,48,spring,rural,bachelor,sunbathing,,,167,27,1,44949,2558,1,0
2024-09-01,1,66,summer,suburban,high school,hiking,,,110,257,2,103986,809,0,1
2024-09-01,2,63,summer,rural,high school,hiking,,,153,299,0,31705,1070,1,0
2024-09-01,2,31,spring,rural,high school,swimming,,,16,56,0,45276,3702,1,1
2024-09-01,0,18,fall,suburban,high school,sunbathing,,,206,128,8,110331,4262,0,0
2024-09-01,0,44,summer,urban,doctorate,swimming,,,76,30,2,53064,4558,1,0
2024-09-01,1,50,fall,rural,doctorate,sunbathing,,,137,295,5,78621,2115,1,1
2024-09-01,1,52,summer,rural,high school,swimming,,,79,83,7,43031,578,0,1
2024-09-01,2,32,summer,rural,doctorate,swimming,,,27,36,7,42697,4582,0,1
2024-09-01,2,22,spring,urban,high school,skiing,,,111,266,3,67794,4809,0,1
2024-09-01,1,54,fall,urban,high school,sunbathing,,,112,265,9,101616,4772,1,0
2024-09-01,1,21,spring,rural,doctorate,hiking,,,289,42,1,118236,2916,1,1
2024-09-01,0,63,winter,urban,master,hiking,,,171,203,2,76956,913,1,0
2024-09-01,0,37,fall,suburban,doctorate,hiking,,,199,208,7,93333,3459,1,0
2024-09-01,1,56,winter,rural,high school,sunbathing,,,215,74,9,93990,4230,0,1
2024-09-01,1,39,winter,urban,bachelor,sunbathing,,,211,150,4,39801,4114,1,1
2024-09-01,1,41,spring,suburban,high school,hiking,,,235,56,0,39896,4226,0,1
2024-09-01,0,64,winter,rural,doctorate,sunbathing,,,261,219,2,93145,3860,0,1
2024-09-01,2,28,winter,rural,doctorate,hiking,,,267,245,0,79415,3956,0,0
2024-09-01,1,63,winter,suburban,doctorate,hiking,,,290,227,1,72752,546,0,1
2024-09-01,0,23,summer,urban,doctorate,sunbathing,,,285,233,0,24793,3794,0,0
2024-09-01,2,44,spring,rural,master,hiking,,,283,182,4,88415,1341,1,1
2024-09-01,1,27,winter,suburban,high school,swimming,,,294,146,8,71469,3298,0,1
2024-09-01,2,56,winter,suburban,doctorate,swimming,,,259,29,3,39663,4726,0,1
2024-09-01,0,27,spring,rural,high school,skiing,,,143,236,5,89395,4309,0,1
2024-09-01,0,63,summer,suburban,high school,sunbathing,,,158,171,6,80389,3421,0,1
2024-09-01,1,43,winter,urban,high school,swimming,,,76,34,1,76880,4975,0,1
2024-09-01,2,54,winter,rural,high school,swimming,,,239,1,8,51377,1884,1,1
2024-09-01,2,50,winter,suburban,master,skiing,,,165,89,6,48955,4081,0,0
2024-09-01,2,68,summer,rural,high school,swimming,,,66,292,1,46104,4490,0,1
2024-09-01,2,25,summer,urban,bachelor,swimming,,,260,254,5,52880,3750,0,0
2024-09-01,0,68,summer,urban,bachelor,hiking,,,175,281,8,65651,4770,0,0
2024-09-01,2,66,fall,urban,master,skiing,,,259,252,0,105353,2756,0,0
2024-09-01,1,68,spring,urban,doctorate,swimming,,,39,144,4,73433,4257,1,0
2024-09-01,0,45,summer,urban,high school,swimming,,,285,240,3,55619,1333,1,0
2024-09-01,1,65,fall,rural,doctorate,skiing,,,253,145,5,41950,3107,1,0
2024-09-01,2,53,summer,urban,bachelor,skiing,,,185,45,8,67935,4950,1,1
2024-09-01,2,57,fall,rural,master,hiking,,,32,107,6,29842,1285,0,0
2024-09-01,0,42,winter,urban,doctorate,hiking,,,287,142,4,94368,3139,1,1
2024-09-01,2,53,fall,urban,bachelor,skiing,,,111,221,0,34229,4823,0,0
2024-09-01,1,30,summer,suburban,master,hiking,,,123,67,8,91317,2812,1,0
2024-09-01,0,24,spring,suburban,bachelor,skiing,,,136,108,0,24556,2211,1,1
2024-09-01,2,18,spring,suburban,high school,swimming,,,72,212,1,62158,4549,0,1
2024-09-01,1,26,spring,urban,doctorate,hiking,,,120,188,0,101732,4506,0,0
2024-09-01,2,45,fall,suburban,bachelor,sunbathing,,,84,60,6,99646,1430,0,1
2024-09-01,2,53,spring,suburban,master,sunbathing,,,149,121,8,89455,4081,1,1
2024-09-01,2,63,fall,suburban,doctorate,sunbathing,,,15,188,0,86589,1321,0,1
2024-09-01,2,47,spring,rural,doctorate,hiking,,,33,129,1,45945,2921,0,1
2024-09-01,1,26,fall,suburban,high school,swimming,,,110,247,4,106152,2973,1,0
2024-09-01,0,47,spring,rural,doctorate,swimming,,,298,210,1,81877,4442,1,1
2024-09-01,1,52,spring,suburban,high school,hiking,,,151,119,4,83812,4967,0,1
2024-09-01,1,64,fall,suburban,doctorate,swimming,,,53,295,9,33065,2176,1,1
2024-09-01,0,44,winter,rural,master,swimming,,,127,162,8,71296,4887,1,1
2024-09-01,0,46,fall,rural,master,swimming,,,231,23,6,28920,3260,0,0
2024-09-01,2,22,winter,suburban,master,swimming,,,124,99,7,85415,836,0,1
2024-09-01,2,18,fall,rural,doctorate,skiing,,,113,47,3,67287,1424,0,1
2024-09-01,1,60,summer,suburban,high school,skiing,,,37,247,2,77119,3590,1,1
2024-09-01,2,68,winter,suburban,doctorate,skiing,,,265,146,7,50332,2573,0,1
2024-09-01,0,22,spring,rural,master,skiing,,,265,11,9,62405,4363,1,0
2024-09-01,0,46,fall,suburban,bachelor,sunbathing,,,204,40,7,119615,3783,0,1
2024-09-01,2,34,winter,urban,doctorate,sunbathing,,,221,218,1,42111,1694,1,1
2024-09-01,1,68,winter,rural,master,hiking,,,8,237,5,48289,3455,0,0
2024-09-01,2,66,summer,suburban,master,hiking,,,255,148,4,96253,3240,1,1
2024-09-01,0,54,spring,rural,doctorate,skiing,,,29,205,2,36550,2971,0,0
2024-09-01,0,41,winter,urban,doctorate,sunbathing,,,293,28,7,106370,1282,1,0
2024-09-01,1,69,spring,suburban,doctorate,swimming,,,297,61,0,39667,3805,1,1
2024-09-01,0,44,fall,rural,bachelor,hiking,,,291,17,2,107760,2997,0,0
2024-09-01,1,26,fall,rural,master,hiking,,,134,53,5,80384,2940,0,1
2024-09-01,1,55,fall,suburban,master,skiing,,,138,289,4,80019,3458,0,1
2024-09-01,2,30,winter,urban,master,sunbathing,,,91,11,1,63451,4240,0,0
2024-09-01,2,43,winter,urban,doctorate,skiing,,,159,120,9,114759,1337,0,1
2024-09-01,1,28,summer,urban,master,sunbathing,,,51,255,6,80268,3052,0,1
2024-09-01,2,41,winter,rural,bachelor,hiking,,,149,43,0,66795,1898,1,1
2024-09-01,0,50,winter,urban,high school,swimming,,,71,147,2,67928,2311,1,1
2024-09-01,1,66,summer,suburban,doctorate,hiking,,,289,125,2,51802,4611,1,1
2024-09-01,1,23,spring,urban,high school,swimming,,,43,23,8,60731,4399,1,1
2024-09-01,2,52,spring,urban,master,skiing,,,232,112,1,35095,2332,1,0
2024-09-01,1,33,winter,urban,master,hiking,,,77,15,4,68516,797,0,0
2024-09-01,1,30,spring,suburban,high school,swimming,,,142,276,9,116725,2347,1,1
2024-09-01,1,61,summer,urban,master,sunbathing,,,63,55,1,100385,4096,1,1
2024-09-01,2,28,winter,suburban,bachelor,swimming,,,127,203,0,93256,2832,1,0
2024-09-01,1,40,winter,rural,doctorate,skiing,,,254,50,4,61248,2273,0,0
2024-09-01,1,19,winter,urban,high school,sunbathing,,,74,237,6,102647,543,1,1
2024-09-01,1,47,winter,suburban,high school,skiing,,,141,294,2,105970,1086,1,0
2024-09-01,2,36,winter,urban,high school,hiking,,,179,61,6,93253,3877,1,1
2024-09-01,1,57,spring,urban,master,swimming,,,94,282,3,114236,4107,0,0
2024-09-01,1,62,summer,suburban,master,swimming,,,12,268,2,48776,1098,1,0
2024-09-01,2,63,spring,rural,bachelor,hiking,,,121,154,5,102283,3800,0,1
2024-09-01,1,64,summer,suburban,high school,skiing,,,240,30,8,72935,3594,1,0
2024-09-01,1,66,summer,urban,high school,sunbathing,,,287,259,8,103429,1879,1,1
2024-09-01,1,32,spring,suburban,doctorate,skiing,,,202,214,0,21073,573,1,1
2024-09-01,1,59,fall,urban,master,swimming,,,17,96,4,77923,2853,1,1
2024-09-01,1,50,fall,rural,doctorate,skiing,,,108,140,1,46694,4511,1,0
2024-09-01,0,61,fall,rural,high school,hiking,,,243,146,0,54520,614,0,1
2024-09-01,1,58,winter,urban,doctorate,hiking,,,93,218,6,81369,1467,1,1
2024-09-01,0,22,summer,suburban,master,skiing,,,156,131,7,108710,3050,0,1
2024-09-01,0,39,fall,urban,high school,sunbathing,,,191,150,8,34957,3743,1,1
2024-09-01,0,44,summer,suburban,master,swimming,,,181,57,6,63719,4070,0,1
2024-09-01,0,64,winter,urban,master,swimming,,,210,139,7,53214,4143,1,1
2024-09-01,0,52,fall,urban,master,sunbathing,,,192,4,5,39193,1188,1,1
2024-09-01,2,36,spring,suburban,bachelor,hiking,,,31,18,9,59086,2608,0,1
2024-09-01,2,56,summer,suburban,bachelor,swimming,,,98,205,1,102460,3353,0,0
2024-09-01,2,24,fall,urban,bachelor,skiing,,,154,118,1,69596,1765,0,0
2024-09-01,0,56,spring,suburban,doctorate,swimming,,,181,129,4,60038,3224,1,0
2024-09-01,1,51,summer,urban,doctorate,hiking,,,246,38,6,75124,4916,0,1
2024-09-01,1,51,spring,rural,high school,swimming,,,295,35,5,46324,2551,1,1
2024-09-01,1,44,spring,rural,doctorate,swimming,,,255,203,1,72184,2937,1,0
2024-09-01,1,61,winter,suburban,doctorate,hiking,,,138,168,2,111038,1116,1,0
2024-09-01,2,22,fall,rural,bachelor,swimming,,,59,65,2,98093,4086,0,1
2024-09-01,0,21,summer,urban,high school,hiking,,,220,47,3,41793,3700,0,1
2024-09-01,2,24,spring,rural,bachelor,sunbathing,,,211,103,3,71940,4445,1,0
2024-09-01,1,65,fall,suburban,bachelor,hiking,,,275,107,6,116709,1954,1,0
2024-09-01,0,20,spring,suburban,master,swimming,,,236,120,0,119609,2124,0,1
2024-09-01,1,38,fall,rural,high school,hiking,,,15,170,2,55507,2155,0,1
2024-09-01,2,51,spring,rural,bachelor,hiking,,,52,239,7,70291,1301,0,0
2024-09-01,2,66,summer,urban,bachelor,sunbathing,,,141,184,1,114239,2262,0,0
2024-09-01,2,26,spring,urban,high school,sunbathing,,,226,206,0,83236,3592,0,1
2024-09-01,1,37,summer,suburban,bachelor,sunbathing,,,29,262,9,54739,960,1,0
2024-09-01,0,57,fall,urban,bachelor,swimming,,,260,168,8,30621,4219,1,1
2024-09-01,0,29,spring,urban,master,hiking,,,52,171,4,110812,2482,0,1
2024-09-01,2,56,fall,rural,bachelor,skiing,,,44,49,0,97586,932,1,0
2024-09-01,0,63,fall,rural,doctorate,sunbathing,,,88,19,1,66969,957,0,1
2024-09-01,1,45,fall,rural,doctorate,skiing,,,32,212,3,103272,3481,0,0
2024-09-01,0,65,fall,rural,doctorate,swimming,,,252,266,9,34480,4512,0,1
2024-09-01,1,50,fall,suburban,high school,skiing,,,185,226,6,99040,546,1,1
2024-09-01,2,27,spring,rural,high school,hiking,,,28,51,6,112564,2366,0,1
2024-09-01,2,28,summer,urban,master,swimming,,,243,114,4,72237,1776,0,1
2024-09-01,2,24,spring,suburban,bachelor,hiking,,,139,232,9,56050,1159,0,0
2024-09-01,0,35,summer,rural,high school,sunbathing,,,28,5,9,70996,665,0,0
2024-09-01,1,36,spring,suburban,doctorate,hiking,,,165,173,0,34093,4760,0,0
2024-09-01,2,31,summer,urban,doctorate,skiing,,,170,290,9,60685,678,0,0
2024-09-01,1,34,summer,urban,master,skiing,,,135,181,5,73447,4876,1,0
2024-09-01,2,40,fall,urban,master,sunbathing,,,28,146,5,105438,4577,0,1
2024-09-01,1,36,summer,suburban,high school,swimming,,,162,76,5,117383,531,1,1
2024-09-01,2,62,fall,rural,master,hiking,,,31,250,6,72851,2750,1,0
2024-09-01,1,20,winter,urban,doctorate,sunbathing,,,99,63,6,50540,2335,0,1
2024-09-01,1,51,fall,rural,doctorate,skiing,,,80,205,4,30711,3949,1,1
2024-09-01,1,42,winter,urban,high school,hiking,,,106,165,6,64168,4726,1,1
2024-09-01,0,58,fall,rural,doctorate,hiking,,,201,165,9,57081,1315,1,1
2024-09-01,2,48,spring,rural,bachelor,swimming,,,38,261,0,88630,3380,1,0
2024-09-01,1,56,summer,rural,high school,skiing,,,68,106,6,71681,1876,1,0
2024-09-01,0,31,summer,suburban,master,hiking,,,274,247,0,22828,4328,0,1
2024-09-01,0,54,spring,urban,master,skiing,,,54,186,4,102151,3684,0,0
2024-09-01,0,69,spring,suburban,high school,sunbathing,,,150,256,5,96966,1788,0,1
2024-09-01,1,64,summer,rural,high school,swimming,,,8,85,2,54701,4016,1,1
2024-09-01,1,37,winter,rural,bachelor,hiking,,,297,296,1,93276,4042,1,1
2024-09-01,0,49,fall,urban,bachelor,skiing,,,109,178,7,24186,4759,1,1
2024-09-01,2,50,winter,suburban,doctorate,skiing,,,103,91,3,89205,2483,0,0
2024-09-01,1,69,summer,urban,bachelor,hiking,,,257,15,5,36276,2691,0,1
2024-09-01,1,48,spring,urban,master,skiing,,,241,129,7,96605,3079,1,0
2024-09-01,2,24,winter,rural,bachelor,sunbathing,,,245,84,8,115609,4843,0,1
2024-09-01,1,22,summer,urban,high school,swimming,,,89,244,1,64458,4081,0,1
2024-09-01,2,21,spring,urban,bachelor,hiking,,,104,276,8,64440,2676,1,1
2024-09-01,2,28,spring,suburban,doctorate,skiing,,,66,9,8,93723,1574,1,1
2024-09-01,1,36,summer,urban,master,swimming,,,140,262,4,99132,3083,1,0
2024-09-01,0,55,summer,urban,master,swimming,,,13,128,0,87660,1132,1,1
2024-09-01,1,37,fall,rural,master,sunbathing,,,133,278,9,53627,3274,0,1
2024-09-01,0,44,fall,urban,high school,sunbathing,,,199,221,4,118389,830,1,1
2024-09-01,1,46,fall,rural,bachelor,hiking,,,235,278,0,24781,2445,0,1
2024-09-01,0,35,fall,suburban,bachelor,sunbathing,,,250,42,9,33241,4800,1,0
2024-09-01,2,54,fall,rural,high school,swimming,,,30,212,8,51899,884,1,1
2024-09-01,0,69,fall,suburban,bachelor,hiking,,,235,128,7,116366,968,0,1
2024-09-01,0,64,winter,suburban,doctorate,hiking,,,23,142,5,33480,3868,1,1
2024-09-01,1,42,winter,urban,bachelor,hiking,,,66,140,2,48072,3268,1,0
2024-09-01,2,37,fall,rural,high school,hiking,,,196,76,0,98995,4398,0,1
2024-09-01,0,23,winter,rural,master,skiing,,,13,202,6,24094,3018,1,0
2024-09-01,0,53,summer,rural,bachelor,swimming,,,150,252,5,56914,1163,1,1
2024-09-01,1,66,summer,urban,doctorate,swimming,,,42,63,7,91281,905,1,0
2024-09-01,2,32,spring,suburban,high school,hiking,,,23,112,1,33177,1232,1,1
2024-09-01,0,35,summer,suburban,doctorate,hiking,,,120,32,8,24785,3860,1,0
2024-09-01,1,55,summer,suburban,bachelor,swimming,,,94,53,4,85695,580,0,1
2024-09-01,2,42,spring,suburban,high school,skiing,,,53,132,5,70030,4980,1,0
2024-09-01,0,37,summer,suburban,doctorate,skiing,,,299,71,2,101212,2082,1,1
2024-09-01,0,39,spring,urban,high school,skiing,,,74,235,1,76422,2062,0,1
2024-09-01,0,68,fall,suburban,master,hiking,,,173,234,5,86900,1381,1,0
2024-09-01,0,29,winter,suburban,bachelor,skiing,,,156,6,8,48885,4535,1,1
2024-09-01,0,58,spring,rural,bachelor,skiing,,,129,128,0,50164,4192,0,0
2024-09-01,2,57,summer,urban,doctorate,hiking,,,71,114,4,73923,2576,0,1
2024-09-01,0,64,fall,urban,master,skiing,,,282,26,1,105699,4786,1,0
2024-09-01,0,50,spring,urban,bachelor,skiing,,,3,50,6,27019,3295,1,1
2024-09-01,0,46,winter,urban,high school,sunbathing,,,192,62,1,47914,4523,0,1
2024-09-01,0,19,fall,rural,master,sunbathing,,,177,293,6,34087,1645,1,1
2024-09-01,1,43,winter,suburban,bachelor,swimming,,,202,273,2,42275,2705,0,1
2024-09-01,2,49,summer,suburban,bachelor,swimming,,,198,269,8,103529,4918,1,0
2024-09-01,2,20,winter,urban,master,hiking,,,30,232,0,33348,3050,1,1
2024-09-01,2,47,winter,urban,master,swimming,,,221,213,2,84960,2566,1,1
2024-09-01,0,36,summer,suburban,doctorate,swimming,,,43,151,1,106352,1688,1,1
2024-09-01,2,27,fall,rural,doctorate,hiking,,,286,255,5,34477,2068,1,0
2024-09-01,0,42,spring,suburban,high school,hiking,,,246,180,0,85377,3207,1,1
2024-09-01,0,63,summer,rural,doctorate,skiing,,,212,298,4,62023,891,1,0
2024-09-01,1,36,fall,suburban,high school,skiing,,,125,296,6,109946,666,1,0
2024-09-01,0,60,summer,urban,doctorate,skiing,,,104,19,0,87063,4537,1,0
2024-09-01,2,38,spring,rural,high school,swimming,,,176,5,6,23351,4025,1,1
2024-09-01,0,23,winter,rural,doctorate,swimming,,,235,235,7,111473,1118,1,1
2024-09-01,2,68,winter,rural,bachelor,skiing,,,295,164,4,107870,3993,0,1
2024-09-01,0,31,winter,rural,doctorate,sunbathing,,,179,163,8,72786,4071,0,0
2024-09-01,1,25,spring,rural,doctorate,sunbathing,,,73,210,6,113199,1378,1,0
2024-09-01,0,19,spring,suburban,doctorate,swimming,,,84,43,1,104642,3355,0,0
2024-09-01,2,35,spring,rural,master,hiking,,,201,139,5,109283,3015,0,1
2024-09-01,1,39,winter,suburban,high school,sunbathing,,,170,269,9,40705,3150,1,0
2024-09-01,0,47,summer,urban,doctorate,skiing,,,147,132,1,63168,3826,1,0
2024-09-01,1,53,summer,urban,bachelor,skiing,,,4,135,4,53494,1027,1,1
2024-09-01,0,45,fall,rural,high school,swimming,,,26,120,4,35351,3700,0,1
2024-09-01,1,52,winter,rural,master,skiing,,,279,226,3,105577,1591,1,0
2024-09-01,0,19,spring,suburban,doctorate,hiking,,,114,42,8,76376,4867,0,1
2024-09-01,2,53,summer,urban,doctorate,sunbathing,,,167,172,9,96867,3528,1,0
2024-09-01,0,35,fall,suburban,bachelor,swimming,,,158,192,0,73979,2856,1,1
2024-09-01,2,60,fall,rural,high school,swimming,,,49,138,5,38187,3680,1,1
2024-09-01,0,26,summer,urban,master,hiking,,,256,248,5,50580,3734,1,0
2024-09-01,0,45,fall,suburban,high school,skiing,,,78,83,5,101220,1183,1,0
2024-09-01,2,25,spring,suburban,bachelor,skiing,,,156,161,0,48127,4502,1,0
2024-09-01,2,25,winter,rural,master,swimming,,,273,192,6,76577,3307,1,0
2024-09-01,2,22,fall,urban,master,skiing,,,130,289,9,58092,3911,1,0
2024-09-01,2,30,fall,rural,bachelor,sunbathing,,,269,220,2,67828,1152,1,1
2024-09-01,0,24,spring,rural,bachelor,hiking,,,265,20,0,42687,2251,0,1
2024-09-01,0,38,summer,urban,bachelor,sunbathing,,,264,223,7,66436,1116,1,1
2024-09-01,0,46,summer,rural,high school,skiing,,,282,112,1,34739,3081,0,0
2024-09-01,2,54,spring,urban,doctorate,hiking,,,117,118,8,42784,1560,1,0
2024-09-01,0,62,fall,urban,doctorate,sunbathing,,,290,249,2,59726,3736,0,1
2024-09-01,0,69,winter,rural,doctorate,swimming,,,288,85,0,87788,826,1,0
2024-09-01,1,65,spring,rural,high school,sunbathing,,,172,182,9,80548,3919,0,0
2024-09-01,1,31,fall,rural,doctorate,swimming,,,232,81,2,79112,4914,1,0
2024-09-01,2,54,spring,suburban,master,hiking,,,157,262,2,41858,2609,1,0
2024-09-01,2,68,summer,rural,bachelor,skiing,,,134,244,8,81183,615,0,0
2024-09-01,1,21,summer,suburban,master,sunbathing,,,141,297,9,34300,3591,1,1
2024-09-01,0,39,spring,suburban,doctorate,skiing,,,83,231,4,61647,3980,0,0
2024-09-01,0,28,winter,suburban,master,swimming,,,161,111,0,95829,1358,0,0
2024-09-01,2,51,fall,rural,high school,skiing,,,143,167,4,50338,2197,1,1
2024-09-01,0,62,spring,rural,bachelor,sunbathing,,,9,248,5,23861,2486,0,1
2024-09-01,0,33,spring,urban,bachelor,swimming,,,100,9,8,91117,2390,1,1
2024-09-01,1,26,winter,rural,high school,hiking,,,138,207,2,58220,3254,0,1
2024-09-01,1,33,winter,suburban,bachelor,sunbathing,,,228,254,3,75169,1509,0,1
2024-09-01,2,56,fall,urban,master,swimming,,,66,254,0,26070,2057,1,1
2024-09-01,2,33,fall,suburban,bachelor,swimming,,,266,53,7,26539,1530,1,1
2024-09-01,1,48,fall,rural,bachelor,sunbathing,,,135,188,2,95953,859,0,1
2024-09-01,0,48,summer,urban,doctorate,sunbathing,,,78,256,2,75276,878,1,0
2024-09-01,1,30,spring,suburban,bachelor,sunbathing,,,57,85,5,112865,4004,1,0
2024-09-01,1,22,winter,suburban,doctorate,sunbathing,,,44,20,7,28288,4928,1,0
2024-09-01,2,64,spring,rural,doctorate,skiing,,,221,157,4,23045,1599,1,0
2024-09-01,0,56,spring,rural,bachelor,sunbathing,,,6,288,7,117742,1261,0,0
2024-09-01,2,35,fall,urban,doctorate,swimming,,,240,233,9,107434,1398,1,1
2024-09-01,2,37,winter,urban,master,hiking,,,2,70,2,48817,1108,0,1
2024-09-01,1,19,summer,urban,high school,sunbathing,,,280,286,3,34898,4464,1,1
2024-09-01,1,57,summer,rural,master,hiking,,,221,167,8,111352,4488,0,0
2024-09-01,2,47,winter,rural,master,swimming,,,96,190,5,22625,2116,0,0
2024-09-01,1,27,fall,urban,bachelor,swimming,,,60,16,0,63417,3353,0,0
2024-09-01,1,59,winter,suburban,doctorate,skiing,,,173,210,0,107497,2976,0,1
2024-09-01,0,28,winter,rural,bachelor,hiking,,,7,245,6,73747,2983,0,1
2024-09-01,0,46,winter,urban,doctorate,hiking,,,200,36,0,102422,3470,0,0
2024-09-01,2,57,winter,urban,doctorate,hiking,,,147,130,5,106119,3193,1,0
